,harmless,Physical_Harm,Adult_Content,Tailored_Financial_Advice,Malware_Viruses,Privacy_Violation_Activity,Illegal_Activity,Economic_Harm,Child_Abuse,Hate_Harass_Violence,Fraud_Deception,Political_Campaigning
harmless,1.0000017881393433,0.8985337018966675,0.8869513273239136,0.8921443223953247,0.8927252888679504,0.8996603488922119,0.9004714488983154,0.8925513029098511,0.8962271213531494,0.8876833915710449,0.8980463743209839,0.8973517417907715
Physical_Harm,0.8985337018966675,0.9999997615814209,0.9868959188461304,0.9742675423622131,0.9769695997238159,0.9865241646766663,0.9846101999282837,0.9864288568496704,0.9826480150222778,0.9898266792297363,0.9867397546768188,0.9901984333992004
Adult_Content,0.8869513273239136,0.9868959188461304,1.0000004768371582,0.9627940654754639,0.9714380502700806,0.9793279767036438,0.9813087582588196,0.9824674129486084,0.9820817708969116,0.9814020395278931,0.983124852180481,0.9817852973937988
Tailored_Financial_Advice,0.8921443223953247,0.9742675423622131,0.9627940654754639,0.9999998807907104,0.9554992914199829,0.9741666913032532,0.9817537069320679,0.9747198224067688,0.9786268472671509,0.9540534019470215,0.9779422879219055,0.9779691100120544
Malware_Viruses,0.8927252888679504,0.9769695997238159,0.9714380502700806,0.9554992914199829,1.000001072883606,0.9893408417701721,0.9781213998794556,0.9792185425758362,0.9655769467353821,0.9702158570289612,0.9818994998931885,0.9773572087287903
Privacy_Violation_Activity,0.8996603488922119,0.9865241646766663,0.9793279767036438,0.9741666913032532,0.9893408417701721,1.000000238418579,0.9891844391822815,0.9854886531829834,0.9786227941513062,0.9770494699478149,0.9887911081314087,0.9887171387672424
Illegal_Activity,0.9004714488983154,0.9846101999282837,0.9813087582588196,0.9817537069320679,0.9781213998794556,0.9891844391822815,1.000000238418579,0.9873670339584351,0.9878236651420593,0.9735772609710693,0.9899382591247559,0.9889155626296997
Economic_Harm,0.8925513029098511,0.9864288568496704,0.9824674129486084,0.9747198224067688,0.9792185425758362,0.9854886531829834,0.9873670339584351,1.0000001192092896,0.9802840352058411,0.9837837815284729,0.99486243724823,0.9904952049255371
Child_Abuse,0.8962271213531494,0.9826480150222778,0.9820817708969116,0.9786268472671509,0.9655769467353821,0.9786227941513062,0.9878236651420593,0.9802840352058411,1.0000011920928955,0.9732955694198608,0.9839746952056885,0.9845086336135864
Hate_Harass_Violence,0.8876833915710449,0.9898266792297363,0.9814020395278931,0.9540534019470215,0.9702158570289612,0.9770494699478149,0.9735772609710693,0.9837837815284729,0.9732955694198608,1.0000005960464478,0.9812113046646118,0.9874406456947327
Fraud_Deception,0.8980463743209839,0.9867397546768188,0.983124852180481,0.9779422879219055,0.9818994998931885,0.9887911081314087,0.9899382591247559,0.99486243724823,0.9839746952056885,0.9812113046646118,1.0000007152557373,0.9917677640914917
Political_Campaigning,0.8973517417907715,0.9901984333992004,0.9817852973937988,0.9779691100120544,0.9773572087287903,0.9887171387672424,0.9889155626296997,0.9904952049255371,0.9845086336135864,0.9874406456947327,0.9917677640914917,1.0000001192092896
