,Child_Abuse,Privacy_Violation_Activity,Malware_Viruses,Political_Campaigning,Economic_Harm,Illegal_Activity,Adult_Content,Hate_Harass_Violence,harmless,Physical_Harm,Tailored_Financial_Advice,Fraud_Deception
Child_Abuse,1.0000154972076416,0.9983431100845337,0.9971112012863159,0.9980077743530273,0.863006591796875,0.8839075565338135,0.9960670471191406,-0.45601099729537964,-0.9820998907089233,-0.9642086625099182,-0.7707428336143494,0.9977889060974121
Privacy_Violation_Activity,0.9983431100845337,1.0000176429748535,0.9989968538284302,0.9965298175811768,0.8461969494819641,0.8628355264663696,0.9930959939956665,-0.48906227946281433,-0.987205982208252,-0.9727445840835571,-0.7880613803863525,0.998936653137207
Malware_Viruses,0.9971112012863159,0.9989968538284302,1.0000158548355103,0.9950632452964783,0.8444377183914185,0.8623794913291931,0.9911619424819946,-0.4944985508918762,-0.9849470853805542,-0.9721887111663818,-0.7837505340576172,0.998542845249176
Political_Campaigning,0.9980077743530273,0.9965298175811768,0.9950632452964783,1.0000108480453491,0.8829647898674011,0.8959636688232422,0.9975804090499878,-0.4240381717681885,-0.9746114015579224,-0.95391845703125,-0.7447166442871094,0.9965699911117554
Economic_Harm,0.863006591796875,0.8461969494819641,0.8444377183914185,0.8829647898674011,1.0000030994415283,0.9801433682441711,0.890429675579071,0.028907760977745056,-0.7667955756187439,-0.7050905823707581,-0.3582821786403656,0.8460201621055603
Illegal_Activity,0.8839075565338135,0.8628355264663696,0.8623794913291931,0.8959636688232422,0.9801433682441711,1.0000015497207642,0.9040064811706543,-0.014901697635650635,-0.7897940874099731,-0.7339702844619751,-0.40839189291000366,0.8638581037521362
Adult_Content,0.9960670471191406,0.9930959939956665,0.9911619424819946,0.9975804090499878,0.890429675579071,0.9040064811706543,1.0000123977661133,-0.3975636065006256,-0.9712446928024292,-0.9449329376220703,-0.7362280488014221,0.9916616082191467
Hate_Harass_Violence,-0.45601099729537964,-0.48906227946281433,-0.4944985508918762,-0.4240381717681885,0.028907760977745056,-0.014901697635650635,-0.3975636065006256,1.000000238418579,0.584736704826355,0.6699290871620178,0.8560662865638733,-0.4923759996891022
harmless,-0.9820998907089233,-0.987205982208252,-0.9849470853805542,-0.9746114015579224,-0.7667955756187439,-0.7897940874099731,-0.9712446928024292,0.584736704826355,1.0000269412994385,0.9894741773605347,0.8627922534942627,-0.9849253296852112
Physical_Harm,-0.9642086625099182,-0.9727445840835571,-0.9721887111663818,-0.95391845703125,-0.7050905823707581,-0.7339702844619751,-0.9449329376220703,0.6699290871620178,0.9894741773605347,1.0000172853469849,0.9016215801239014,-0.973808228969574
Tailored_Financial_Advice,-0.7707428336143494,-0.7880613803863525,-0.7837505340576172,-0.7447166442871094,-0.3582821786403656,-0.40839189291000366,-0.7362280488014221,0.8560662865638733,0.8627922534942627,0.9016215801239014,1.0000033378601074,-0.786792516708374
Fraud_Deception,0.9977889060974121,0.998936653137207,0.998542845249176,0.9965699911117554,0.8460201621055603,0.8638581037521362,0.9916616082191467,-0.4923759996891022,-0.9849253296852112,-0.973808228969574,-0.786792516708374,1.0000202655792236
