,Political_Campaigning,Malware_Viruses,Child_Abuse,Illegal_Activity,Tailored_Financial_Advice,Adult_Content,harmless,Fraud_Deception,Privacy_Violation_Activity,Economic_Harm,Physical_Harm,Hate_Harass_Violence
Political_Campaigning,1.0000004768371582,0.9315605163574219,0.9654200077056885,0.9536781311035156,0.5986800193786621,0.9724798202514648,-0.6937202215194702,0.9469199180603027,0.9426161646842957,0.5908663868904114,-0.3386250138282776,0.1134815588593483
Malware_Viruses,0.9315605163574219,0.9999992847442627,0.9610084891319275,0.9356012344360352,0.3671826720237732,0.9612823724746704,-0.8390944004058838,0.9681994915008545,0.9906622171401978,0.3074982464313507,-0.5799602270126343,-0.18704155087471008
Child_Abuse,0.9654200077056885,0.9610084891319275,1.0000004768371582,0.9893780946731567,0.46457725763320923,0.9659641981124878,-0.7787133455276489,0.9597964286804199,0.9688844084739685,0.4410459101200104,-0.4716585576534271,-0.03446788340806961
Illegal_Activity,0.9536781311035156,0.9356012344360352,0.9893780946731567,1.0000007152557373,0.48660966753959656,0.9599338173866272,-0.7362054586410522,0.9347719550132751,0.9355257749557495,0.4935198426246643,-0.41678333282470703,0.030159927904605865
Tailored_Financial_Advice,0.5986800193786621,0.3671826720237732,0.46457725763320923,0.48660966753959656,0.9999997615814209,0.4810623824596405,-0.0014395229518413544,0.33672666549682617,0.3660408854484558,0.9173589944839478,0.5204175114631653,0.7836621999740601
Adult_Content,0.9724798202514648,0.9612823724746704,0.9659641981124878,0.9599338173866272,0.4810623824596405,1.0000009536743164,-0.7597452998161316,0.9619632959365845,0.9555547833442688,0.49167242646217346,-0.44139865040779114,0.008952796459197998
harmless,-0.6937202215194702,-0.8390944004058838,-0.7787133455276489,-0.7362054586410522,-0.0014395229518413544,-0.7597452998161316,1.0000007152557373,-0.8095751404762268,-0.8461918234825134,0.0554850772023201,0.7612208127975464,0.47017908096313477
Fraud_Deception,0.9469199180603027,0.9681994915008545,0.9597964286804199,0.9347719550132751,0.33672666549682617,0.9619632959365845,-0.8095751404762268,1.0000008344650269,0.9789778590202332,0.3305809199810028,-0.6019970774650574,-0.18373027443885803
Privacy_Violation_Activity,0.9426161646842957,0.9906622171401978,0.9688844084739685,0.9355257749557495,0.3660408854484558,0.9555547833442688,-0.8461918234825134,0.9789778590202332,1.0000007152557373,0.3030743896961212,-0.5942896604537964,-0.19597557187080383
Economic_Harm,0.5908663868904114,0.3074982464313507,0.4410459101200104,0.4935198426246643,0.9173589944839478,0.49167242646217346,0.0554850772023201,0.3305809199810028,0.3030743896961212,1.0000001192092896,0.5256245136260986,0.8424314260482788
Physical_Harm,-0.3386250138282776,-0.5799602270126343,-0.4716585576534271,-0.41678333282470703,0.5204175114631653,-0.44139865040779114,0.7612208127975464,-0.6019970774650574,-0.5942896604537964,0.5256245136260986,1.000000238418579,0.8758119344711304
Hate_Harass_Violence,0.1134815588593483,-0.18704155087471008,-0.03446788340806961,0.030159927904605865,0.7836621999740601,0.008952796459197998,0.47017908096313477,-0.18373027443885803,-0.19597557187080383,0.8424314260482788,0.8758119344711304,1.000000238418579
