,Hate_Harass_Violence,Malware_Viruses,Adult_Content,Tailored_Financial_Advice,harmless,Privacy_Violation_Activity,Economic_Harm,Fraud_Deception,Child_Abuse,Political_Campaigning,Physical_Harm,Illegal_Activity
Hate_Harass_Violence,1.0001301765441895,0.984106183052063,0.06927701830863953,0.02731601521372795,0.08038166165351868,0.9715163707733154,0.06024256721138954,0.04891980439424515,0.06613229960203171,0.8738682270050049,0.9701931476593018,0.0672309547662735
Malware_Viruses,0.984106183052063,1.0000754594802856,0.10306937992572784,0.08267781138420105,0.11115787923336029,0.9837338328361511,0.12323088198900223,0.12402655929327011,0.10962206870317459,0.8883771896362305,0.9714828729629517,0.14012578129768372
Adult_Content,0.06927701830863953,0.10306937992572784,1.0000057220458984,0.622692346572876,0.4442088007926941,0.17383545637130737,0.7030566930770874,0.6819890737533569,0.7531163692474365,0.3546406626701355,0.21089252829551697,0.7253236770629883
Tailored_Financial_Advice,0.02731601521372795,0.08267781138420105,0.622692346572876,1.0000042915344238,0.39387792348861694,0.1453583538532257,0.8119447231292725,0.7676844596862793,0.6540745496749878,0.35669735074043274,0.1692560911178589,0.7554355263710022
harmless,0.08038166165351868,0.11115787923336029,0.4442088007926941,0.39387792348861694,1.0000053644180298,0.15982669591903687,0.48396605253219604,0.47890883684158325,0.4120633602142334,0.28119730949401855,0.19112084805965424,0.5431233048439026
Privacy_Violation_Activity,0.9715163707733154,0.9837338328361511,0.17383545637130737,0.1453583538532257,0.15982669591903687,1.000056505203247,0.1820470541715622,0.19054320454597473,0.17483949661254883,0.9104909896850586,0.9722186326980591,0.21005968749523163
Economic_Harm,0.06024256721138954,0.12323088198900223,0.7030566930770874,0.8119447231292725,0.48396605253219604,0.1820470541715622,1.0000020265579224,0.8764714598655701,0.7021452784538269,0.39931052923202515,0.21446558833122253,0.8247274160385132
Fraud_Deception,0.04891980439424515,0.12402655929327011,0.6819890737533569,0.7676844596862793,0.47890883684158325,0.19054320454597473,0.8764714598655701,1.0000032186508179,0.6997142434120178,0.40079525113105774,0.19618871808052063,0.8435417413711548
Child_Abuse,0.06613229960203171,0.10962206870317459,0.7531163692474365,0.6540745496749878,0.4120633602142334,0.17483949661254883,0.7021452784538269,0.6997142434120178,1.0000025033950806,0.36480027437210083,0.20398859679698944,0.7636935710906982
Political_Campaigning,0.8738682270050049,0.8883771896362305,0.3546406626701355,0.35669735074043274,0.28119730949401855,0.9104909896850586,0.39931052923202515,0.40079525113105774,0.36480027437210083,1.0000207424163818,0.9151355624198914,0.414093941450119
Physical_Harm,0.9701931476593018,0.9714828729629517,0.21089252829551697,0.1692560911178589,0.19112084805965424,0.9722186326980591,0.21446558833122253,0.19618871808052063,0.20398859679698944,0.9151355624198914,1.000054955482483,0.23650597035884857
Illegal_Activity,0.0672309547662735,0.14012578129768372,0.7253236770629883,0.7554355263710022,0.5431233048439026,0.21005968749523163,0.8247274160385132,0.8435417413711548,0.7636935710906982,0.414093941450119,0.23650597035884857,1.000003695487976
