,Tailored_Financial_Advice,Privacy_Violation_Activity,Economic_Harm,Child_Abuse,Illegal_Activity,Physical_Harm,Adult_Content,Political_Campaigning,Malware_Viruses,Fraud_Deception,harmless,Hate_Harass_Violence
Tailored_Financial_Advice,0.9999998211860657,0.9022240042686462,0.946408748626709,0.8894098997116089,0.9081099033355713,0.8800373077392578,0.8413212895393372,0.9020801782608032,0.8688133955001831,0.9258731603622437,0.05754170939326286,0.8253687620162964
Privacy_Violation_Activity,0.9022240042686462,1.0,0.9293550848960876,0.9014190435409546,0.9447849988937378,0.9186499118804932,0.8865830898284912,0.93071049451828,0.956631064414978,0.944257378578186,0.07689329981803894,0.8700757026672363
Economic_Harm,0.946408748626709,0.9293550848960876,1.0,0.9229332804679871,0.9505261182785034,0.9084702730178833,0.903288722038269,0.9509067535400391,0.8901212215423584,0.974612295627594,0.08964095264673233,0.8839404582977295
Child_Abuse,0.8894098997116089,0.9014190435409546,0.9229332804679871,1.0000003576278687,0.9405311346054077,0.918605387210846,0.9300239682197571,0.9278348684310913,0.8522339463233948,0.9243336915969849,0.1167183592915535,0.9004215002059937
Illegal_Activity,0.9081099033355713,0.9447849988937378,0.9505261182785034,0.9405311346054077,0.9999997615814209,0.9310126900672913,0.9328427910804749,0.946450412273407,0.9034608006477356,0.9537174105644226,0.10774511098861694,0.8896420001983643
Physical_Harm,0.8800373077392578,0.9186499118804932,0.9084702730178833,0.918605387210846,0.9310126900672913,1.0000001192092896,0.9382952451705933,0.9407505989074707,0.8833135366439819,0.9054834246635437,0.15318459272384644,0.9530039429664612
Adult_Content,0.8413212895393372,0.8865830898284912,0.903288722038269,0.9300239682197571,0.9328427910804749,0.9382952451705933,1.0000001192092896,0.9282546639442444,0.8401769995689392,0.9033359289169312,0.14849530160427094,0.9143348336219788
Political_Campaigning,0.9020801782608032,0.93071049451828,0.9509067535400391,0.9278348684310913,0.946450412273407,0.9407505989074707,0.9282546639442444,1.0000001192092896,0.8898792862892151,0.950541615486145,0.1618746519088745,0.933559000492096
Malware_Viruses,0.8688133955001831,0.956631064414978,0.8901212215423584,0.8522339463233948,0.9034608006477356,0.8833135366439819,0.8401769995689392,0.8898792862892151,1.0000003576278687,0.9090474247932434,0.06413433700799942,0.8243963718414307
Fraud_Deception,0.9258731603622437,0.944257378578186,0.974612295627594,0.9243336915969849,0.9537174105644226,0.9054834246635437,0.9033359289169312,0.950541615486145,0.9090474247932434,0.9999997019767761,0.0866253599524498,0.8727699518203735
harmless,0.05754170939326286,0.07689329981803894,0.08964095264673233,0.1167183592915535,0.10774511098861694,0.15318459272384644,0.14849530160427094,0.1618746519088745,0.06413433700799942,0.0866253599524498,1.0000001192092896,0.17492377758026123
Hate_Harass_Violence,0.8253687620162964,0.8700757026672363,0.8839404582977295,0.9004215002059937,0.8896420001983643,0.9530039429664612,0.9143348336219788,0.933559000492096,0.8243963718414307,0.8727699518203735,0.17492377758026123,1.000000238418579
