,Political_Campaigning,Malware_Viruses,Child_Abuse,Illegal_Activity,Tailored_Financial_Advice,Adult_Content,harmless,Fraud_Deception,Privacy_Violation_Activity,Economic_Harm,Physical_Harm,Hate_Harass_Violence
Political_Campaigning,1.000051498413086,0.9999725222587585,0.9999755024909973,1.0000102519989014,0.999987781047821,0.9999885559082031,0.9995744228363037,1.0000025033950806,0.9999821186065674,1.0000030994415283,1.0000004768371582,1.0000044107437134
Malware_Viruses,0.9999725222587585,1.000048279762268,0.9999183416366577,0.9999889731407166,0.999946653842926,0.9999427795410156,0.9995255470275879,0.9999935030937195,1.0000128746032715,0.9999672174453735,0.9999699592590332,0.9999358057975769
Child_Abuse,0.9999755024909973,0.9999183416366577,1.0000489950180054,0.9999960660934448,0.9999629259109497,0.9999914169311523,0.999485194683075,0.9999561309814453,0.9999192953109741,0.9999681711196899,0.9999735355377197,0.9999706149101257
Illegal_Activity,1.0000102519989014,0.9999889731407166,0.9999960660934448,1.000049114227295,0.9999920129776001,0.999992847442627,0.9995483160018921,1.0000097751617432,0.9999874830245972,1.0000097751617432,1.0000009536743164,0.9999822378158569
Tailored_Financial_Advice,0.999987781047821,0.999946653842926,0.9999629259109497,0.9999920129776001,1.0000483989715576,0.9999706149101257,0.999540388584137,1.000002145767212,0.9999733567237854,1.000014305114746,0.9999825954437256,0.9999653100967407
Adult_Content,0.9999885559082031,0.9999427795410156,0.9999914169311523,0.999992847442627,0.9999706149101257,1.0000485181808472,0.9994946718215942,0.9999716281890869,0.9999650716781616,0.9999814033508301,1.0000126361846924,1.000005841255188
harmless,0.9995744228363037,0.9995255470275879,0.999485194683075,0.9995483160018921,0.999540388584137,0.9994946718215942,1.00005042552948,0.9995346665382385,0.9995483756065369,0.9995299577713013,0.9995549917221069,0.9995087385177612
Fraud_Deception,1.0000025033950806,0.9999935030937195,0.9999561309814453,1.0000097751617432,1.000002145767212,0.9999716281890869,0.9995346665382385,1.0000495910644531,1.0000059604644775,1.0000303983688354,0.9999860525131226,0.9999806880950928
Privacy_Violation_Activity,0.9999821186065674,1.0000128746032715,0.9999192953109741,0.9999874830245972,0.9999733567237854,0.9999650716781616,0.9995483756065369,1.0000059604644775,1.000048041343689,0.9999824166297913,0.9999933242797852,0.9999610185623169
Economic_Harm,1.0000030994415283,0.9999672174453735,0.9999681711196899,1.0000097751617432,1.000014305114746,0.9999814033508301,0.9995299577713013,1.0000303983688354,0.9999824166297913,1.000048279762268,0.9999860525131226,0.9999855756759644
Physical_Harm,1.0000004768371582,0.9999699592590332,0.9999735355377197,1.0000009536743164,0.9999825954437256,1.0000126361846924,0.9995549917221069,0.9999860525131226,0.9999933242797852,0.9999860525131226,1.0000511407852173,1.0000137090682983
Hate_Harass_Violence,1.0000044107437134,0.9999358057975769,0.9999706149101257,0.9999822378158569,0.9999653100967407,1.000005841255188,0.9995087385177612,0.9999806880950928,0.9999610185623169,0.9999855756759644,1.0000137090682983,1.000046730041504
