,Privacy_Violation_Activity,Physical_Harm,Child_Abuse,Fraud_Deception,Economic_Harm,Tailored_Financial_Advice,Hate_Harass_Violence,Political_Campaigning,harmless,Malware_Viruses,Illegal_Activity,Adult_Content
Privacy_Violation_Activity,1.0000039339065552,-0.9768592119216919,0.9977308511734009,0.9984650015830994,0.9627307653427124,-0.35555821657180786,0.4938983619213104,0.9973114728927612,-0.9827909469604492,0.9986311197280884,0.9703403115272522,0.9943885207176208
Physical_Harm,-0.9768592119216919,1.0000004768371582,-0.9712202548980713,-0.9788148403167725,-0.8905249238014221,0.5143864750862122,-0.323114812374115,-0.9662518501281738,0.9694991707801819,-0.9770722985267639,-0.9088758230209351,-0.9596614837646484
Child_Abuse,0.9977308511734009,-0.9712202548980713,1.0000015497207642,0.9966127276420593,0.9676728844642639,-0.33963900804519653,0.5232987403869629,0.9977896213531494,-0.9824051260948181,0.9956490397453308,0.978297770023346,0.997305154800415
Fraud_Deception,0.9984650015830994,-0.9788148403167725,0.9966127276420593,1.000001072883606,0.9618628025054932,-0.348494291305542,0.4830859303474426,0.997715413570404,-0.9775261282920837,0.9986578822135925,0.9703051447868347,0.9937083721160889
Economic_Harm,0.9627307653427124,-0.8905249238014221,0.9676728844642639,0.9618628025054932,1.0000020265579224,-0.12287871539592743,0.6795809268951416,0.9755247831344604,-0.9332901239395142,0.9594685435295105,0.9869887232780457,0.9774409532546997
Tailored_Financial_Advice,-0.35555821657180786,0.5143864750862122,-0.33963900804519653,-0.348494291305542,-0.12287871539592743,1.0,0.36729782819747925,-0.3042628765106201,0.4296419620513916,-0.3483720123767853,-0.1783616691827774,-0.29974594712257385
Hate_Harass_Violence,0.4938983619213104,-0.323114812374115,0.5232987403869629,0.4830859303474426,0.6795809268951416,0.36729782819747925,1.0,0.5341998934745789,-0.4821060299873352,0.47733330726623535,0.6384730935096741,0.56125408411026
Political_Campaigning,0.9973114728927612,-0.9662518501281738,0.9977896213531494,0.997715413570404,0.9755247831344604,-0.3042628765106201,0.5341998934745789,1.0000008344650269,-0.9762201905250549,0.9960876703262329,0.9795987010002136,0.9977644681930542
harmless,-0.9827909469604492,0.9694991707801819,-0.9824051260948181,-0.9775261282920837,-0.9332901239395142,0.4296419620513916,-0.4821060299873352,-0.9762201905250549,1.0000027418136597,-0.9768445491790771,-0.9416717290878296,-0.9773401021957397
Malware_Viruses,0.9986311197280884,-0.9770722985267639,0.9956490397453308,0.9986578822135925,0.9594685435295105,-0.3483720123767853,0.47733330726623535,0.9960876703262329,-0.9768445491790771,1.000000238418579,0.96944260597229,0.9922060966491699
Illegal_Activity,0.9703403115272522,-0.9088758230209351,0.978297770023346,0.9703051447868347,0.9869887232780457,-0.1783616691827774,0.6384730935096741,0.9795987010002136,-0.9416717290878296,0.96944260597229,1.0000007152557373,0.9817653894424438
Adult_Content,0.9943885207176208,-0.9596614837646484,0.997305154800415,0.9937083721160889,0.9774409532546997,-0.29974594712257385,0.56125408411026,0.9977644681930542,-0.9773401021957397,0.9922060966491699,0.9817653894424438,1.0000001192092896
