,Child_Abuse,Political_Campaigning,Privacy_Violation_Activity,Illegal_Activity,Economic_Harm,Adult_Content,Physical_Harm,Fraud_Deception,Tailored_Financial_Advice,harmless,Hate_Harass_Violence,Malware_Viruses
Child_Abuse,1.0,0.9002562165260315,0.8702561259269714,0.9285647869110107,0.8943039178848267,0.9263246059417725,0.9122391939163208,0.9011507034301758,0.8899176120758057,0.6572092175483704,0.9081742167472839,0.8438760042190552
Political_Campaigning,0.9002562165260315,1.0,0.9084092378616333,0.924433708190918,0.9219810962677002,0.8890767693519592,0.8955910801887512,0.9298935532569885,0.9086646437644958,0.6626758575439453,0.9253623485565186,0.8901970982551575
Privacy_Violation_Activity,0.8702561259269714,0.9084092378616333,1.000000238418579,0.9285155534744263,0.9051569700241089,0.8637377023696899,0.8832703232765198,0.9241763353347778,0.8915859460830688,0.6464273929595947,0.8496785163879395,0.941993236541748
Illegal_Activity,0.9285647869110107,0.924433708190918,0.9285155534744263,1.000000238418579,0.9319766759872437,0.9014353156089783,0.9120702743530273,0.941731870174408,0.9120094180107117,0.6775904297828674,0.8909830451011658,0.9117997884750366
Economic_Harm,0.8943039178848267,0.9219810962677002,0.9051569700241089,0.9319766759872437,1.000002145767212,0.8853884935379028,0.8931905031204224,0.9669243693351746,0.9430452585220337,0.6361110210418701,0.8757994174957275,0.8911939859390259
Adult_Content,0.9263246059417725,0.8890767693519592,0.8637377023696899,0.9014353156089783,0.8853884935379028,1.000000238418579,0.9277839660644531,0.8886563777923584,0.8673585653305054,0.6498371958732605,0.9172055125236511,0.8327025175094604
Physical_Harm,0.9122391939163208,0.8955910801887512,0.8832703232765198,0.9120702743530273,0.8931905031204224,0.9277839660644531,0.9999990463256836,0.8921719193458557,0.8889355659484863,0.6310497522354126,0.9193966388702393,0.8531800508499146
Fraud_Deception,0.9011507034301758,0.9298935532569885,0.9241763353347778,0.941731870174408,0.9669243693351746,0.8886563777923584,0.8921719193458557,1.0000005960464478,0.92982017993927,0.6433308124542236,0.8845261931419373,0.9173924922943115
Tailored_Financial_Advice,0.8899176120758057,0.9086646437644958,0.8915859460830688,0.9120094180107117,0.9430452585220337,0.8673585653305054,0.8889355659484863,0.92982017993927,1.0000005960464478,0.6498121023178101,0.8605269193649292,0.8633726239204407
harmless,0.6572092175483704,0.6626758575439453,0.6464273929595947,0.6775904297828674,0.6361110210418701,0.6498371958732605,0.6310497522354126,0.6433308124542236,0.6498121023178101,1.0000020265579224,0.6583269238471985,0.6487981081008911
Hate_Harass_Violence,0.9081742167472839,0.9253623485565186,0.8496785163879395,0.8909830451011658,0.8757994174957275,0.9172055125236511,0.9193966388702393,0.8845261931419373,0.8605269193649292,0.6583269238471985,1.0,0.8338208794593811
Malware_Viruses,0.8438760042190552,0.8901970982551575,0.941993236541748,0.9117997884750366,0.8911939859390259,0.8327025175094604,0.8531800508499146,0.9173924922943115,0.8633726239204407,0.6487981081008911,0.8338208794593811,1.0000004768371582
