,Political_Campaigning,Malware_Viruses,Child_Abuse,Illegal_Activity,Tailored_Financial_Advice,Adult_Content,harmless,Fraud_Deception,Privacy_Violation_Activity,Economic_Harm,Physical_Harm,Hate_Harass_Violence
Political_Campaigning,1.00003182888031,0.998932421207428,0.9988793134689331,0.9992449283599854,0.9990409016609192,0.9986728429794312,0.9956813454627991,0.9991782903671265,0.9991018772125244,0.9991813898086548,0.9991618394851685,0.9991405010223389
Malware_Viruses,0.998932421207428,1.0000311136245728,0.9987232685089111,0.9993628859519958,0.9988475441932678,0.9984678030014038,0.9958236217498779,0.9992514252662659,0.999430775642395,0.9991621971130371,0.999031662940979,0.9986144304275513
Child_Abuse,0.9988793134689331,0.9987232685089111,1.0000306367874146,0.999269425868988,0.9988431930541992,0.9990894794464111,0.995818555355072,0.9989697933197021,0.9989306330680847,0.9990048408508301,0.9990978240966797,0.998936116695404
Illegal_Activity,0.9992449283599854,0.9993628859519958,0.999269425868988,1.0000327825546265,0.9992882013320923,0.9990206956863403,0.9962878823280334,0.9995600581169128,0.9994187355041504,0.9995428323745728,0.9994320273399353,0.9990826845169067
Tailored_Financial_Advice,0.9990409016609192,0.9988475441932678,0.9988431930541992,0.9992882013320923,1.0000330209732056,0.9985893964767456,0.9960280656814575,0.9992785453796387,0.9989784955978394,0.99949049949646,0.9990425705909729,0.9987602829933167
Adult_Content,0.9986728429794312,0.9984678030014038,0.9990894794464111,0.9990206956863403,0.9985893964767456,1.0000319480895996,0.9959924817085266,0.9987809658050537,0.9988580942153931,0.9988937377929688,0.9990050196647644,0.9989705085754395
harmless,0.9956813454627991,0.9958236217498779,0.995818555355072,0.9962878823280334,0.9960280656814575,0.9959924817085266,1.0000379085540771,0.9958436489105225,0.9960880279541016,0.9961680769920349,0.9959851503372192,0.9962878823280334
Fraud_Deception,0.9991782903671265,0.9992514252662659,0.9989697933197021,0.9995600581169128,0.9992785453796387,0.9987809658050537,0.9958436489105225,1.0000336170196533,0.9993268847465515,0.9996626377105713,0.9991220831871033,0.9988647699356079
Privacy_Violation_Activity,0.9991018772125244,0.999430775642395,0.9989306330680847,0.9994187355041504,0.9989784955978394,0.9988580942153931,0.9960880279541016,0.9993268847465515,1.0000314712524414,0.9991790056228638,0.9990541934967041,0.9988090991973877
Economic_Harm,0.9991813898086548,0.9991621971130371,0.9990048408508301,0.9995428323745728,0.99949049949646,0.9988937377929688,0.9961680769920349,0.9996626377105713,0.9991790056228638,1.0000337362289429,0.9992785453796387,0.9989825487136841
Physical_Harm,0.9991618394851685,0.999031662940979,0.9990978240966797,0.9994320273399353,0.9990425705909729,0.9990050196647644,0.9959851503372192,0.9991220831871033,0.9990541934967041,0.9992785453796387,1.0000360012054443,0.9992318153381348
Hate_Harass_Violence,0.9991405010223389,0.9986144304275513,0.998936116695404,0.9990826845169067,0.9987602829933167,0.9989705085754395,0.9962878823280334,0.9988647699356079,0.9988090991973877,0.9989825487136841,0.9992318153381348,1.000032901763916
