,Hate_Harass_Violence,Malware_Viruses,Adult_Content,Tailored_Financial_Advice,harmless,Privacy_Violation_Activity,Economic_Harm,Fraud_Deception,Child_Abuse,Political_Campaigning,Physical_Harm,Illegal_Activity
Hate_Harass_Violence,1.000004529953003,0.9998136758804321,0.999934196472168,0.9999513030052185,0.9996306896209717,0.9998362064361572,0.9999752044677734,0.9997793436050415,0.9998889565467834,0.9999046325683594,0.9997994899749756,0.999937891960144
Malware_Viruses,0.9998136758804321,1.0000063180923462,0.9999611377716064,0.999826967716217,0.9997753500938416,0.9999922513961792,0.9999005794525146,0.999971330165863,0.9999706745147705,0.999966561794281,0.999367356300354,0.9999325275421143
Adult_Content,0.999934196472168,0.9999611377716064,1.0000059604644775,0.9999078512191772,0.9997413158416748,0.999974250793457,0.9999767541885376,0.9999523162841797,0.9999874830245972,0.999994158744812,0.9995560646057129,0.9999790191650391
Tailored_Financial_Advice,0.9999513030052185,0.999826967716217,0.9999078512191772,1.0000048875808716,0.9996190667152405,0.9998306035995483,0.9999697804450989,0.9997684359550476,0.9998584985733032,0.9998900890350342,0.9998244047164917,0.9999312162399292
harmless,0.9996306896209717,0.9997753500938416,0.9997413158416748,0.9996190667152405,1.0000061988830566,0.9997735619544983,0.9996833801269531,0.9997113943099976,0.9997518658638,0.9997258186340332,0.9992715120315552,0.9997100830078125
Privacy_Violation_Activity,0.9998362064361572,0.9999922513961792,0.999974250793457,0.9998306035995483,0.9997735619544983,1.000005841255188,0.9999197721481323,0.9999876022338867,0.999985933303833,0.9999860525131226,0.9993711113929749,0.9999374151229858
Economic_Harm,0.9999752044677734,0.9999005794525146,0.9999767541885376,0.9999697804450989,0.9996833801269531,0.9999197721481323,1.000006079673767,0.9998828172683716,0.9999462962150574,0.9999679923057556,0.999709963798523,0.9999762773513794
Fraud_Deception,0.9997793436050415,0.999971330165863,0.9999523162841797,0.9997684359550476,0.9997113943099976,0.9999876022338867,0.9998828172683716,1.0000066757202148,0.9999700784683228,0.9999778270721436,0.9992363452911377,0.9999130964279175
Child_Abuse,0.9998889565467834,0.9999706745147705,0.9999874830245972,0.9998584985733032,0.9997518658638,0.999985933303833,0.9999462962150574,0.9999700784683228,1.0000053644180298,0.999990701675415,0.9994551539421082,0.9999749660491943
Political_Campaigning,0.9999046325683594,0.999966561794281,0.999994158744812,0.9998900890350342,0.9997258186340332,0.9999860525131226,0.9999679923057556,0.9999778270721436,0.999990701675415,1.000005841255188,0.999488115310669,0.9999709129333496
Physical_Harm,0.9997994899749756,0.999367356300354,0.9995560646057129,0.9998244047164917,0.9992715120315552,0.9993711113929749,0.999709963798523,0.9992363452911377,0.9994551539421082,0.999488115310669,1.000005841255188,0.9996232986450195
Illegal_Activity,0.999937891960144,0.9999325275421143,0.9999790191650391,0.9999312162399292,0.9997100830078125,0.9999374151229858,0.9999762773513794,0.9999130964279175,0.9999749660491943,0.9999709129333496,0.9996232986450195,1.0000057220458984
