,Privacy_Violation_Activity,Physical_Harm,Child_Abuse,Fraud_Deception,Economic_Harm,Tailored_Financial_Advice,Hate_Harass_Violence,Political_Campaigning,harmless,Malware_Viruses,Illegal_Activity,Adult_Content
Privacy_Violation_Activity,1.0000033378601074,-0.7037702798843384,0.08786804974079132,0.04877562075853348,-0.7147901654243469,-0.602567195892334,-0.05014300346374512,0.812611997127533,-0.8574758768081665,0.8399382829666138,-0.790399432182312,0.8702394962310791
Physical_Harm,-0.7037702798843384,1.000008463859558,0.22443436086177826,0.20770715177059174,0.9768227338790894,0.9262284636497498,0.5623950958251953,-0.3783552348613739,0.9151800274848938,-0.9097415804862976,0.9668717384338379,-0.7755727171897888
Child_Abuse,0.08786804974079132,0.22443436086177826,1.000001072883606,0.9860519766807556,0.3563964366912842,0.5513109564781189,0.8282987475395203,0.6004090309143066,0.1426657885313034,-0.3193880319595337,0.2315826117992401,0.3391040861606598
Fraud_Deception,0.04877562075853348,0.20770715177059174,0.9860519766807556,1.0000008344650269,0.36300674080848694,0.5519922971725464,0.7479679584503174,0.5325751900672913,0.18017622828483582,-0.354216992855072,0.2522510886192322,0.2993942201137543
Economic_Harm,-0.7147901654243469,0.9768227338790894,0.3563964366912842,0.36300674080848694,1.0000147819519043,0.9747670888900757,0.5894728899002075,-0.3447728455066681,0.9422006607055664,-0.9629194736480713,0.9855700731277466,-0.7355040907859802
Tailored_Financial_Advice,-0.602567195892334,0.9262284636497498,0.5513109564781189,0.5519922971725464,0.9747670888900757,1.000011682510376,0.7265981435775757,-0.15332728624343872,0.8668369054794312,-0.9259494543075562,0.930892825126648,-0.5713270306587219
Hate_Harass_Violence,-0.05014300346374512,0.5623950958251953,0.8282987475395203,0.7479679584503174,0.5894728899002075,0.7265981435775757,0.9999997615814209,0.4900825023651123,0.32933509349823,-0.4550360143184662,0.46044784784317017,0.07222127914428711
Political_Campaigning,0.812611997127533,-0.3783552348613739,0.6004090309143066,0.5325751900672913,-0.3447728455066681,-0.15332728624343872,0.4900825023651123,1.0000007152557373,-0.5979382991790771,0.4882536828517914,-0.47962021827697754,0.8594421148300171
harmless,-0.8574758768081665,0.9151800274848938,0.1426657885313034,0.18017622828483582,0.9422006607055664,0.8668369054794312,0.32933509349823,-0.5979382991790771,1.0000479221343994,-0.9744796752929688,0.9802049398422241,-0.8736461400985718
Malware_Viruses,0.8399382829666138,-0.9097415804862976,-0.3193880319595337,-0.354216992855072,-0.9629194736480713,-0.9259494543075562,-0.4550360143184662,0.4882536828517914,-0.9744796752929688,1.0000333786010742,-0.9761320352554321,0.7808817625045776
Illegal_Activity,-0.790399432182312,0.9668717384338379,0.2315826117992401,0.2522510886192322,0.9855700731277466,0.930892825126648,0.46044784784317017,-0.47962021827697754,0.9802049398422241,-0.9761320352554321,1.0000243186950684,-0.8257368803024292
Adult_Content,0.8702394962310791,-0.7755727171897888,0.3391040861606598,0.2993942201137543,-0.7355040907859802,-0.5713270306587219,0.07222127914428711,0.8594421148300171,-0.8736461400985718,0.7808817625045776,-0.8257368803024292,1.0000214576721191
