,Political_Campaigning,Malware_Viruses,Child_Abuse,Illegal_Activity,Tailored_Financial_Advice,Adult_Content,harmless,Fraud_Deception,Privacy_Violation_Activity,Economic_Harm,Physical_Harm,Hate_Harass_Violence
Political_Campaigning,1.0000003576278687,0.9985742568969727,0.9992796182632446,0.9989131689071655,0.9978917837142944,0.999420702457428,0.9939094185829163,0.9980951547622681,0.9989014267921448,0.9985121488571167,0.9893021583557129,0.9960713386535645
Malware_Viruses,0.9985742568969727,1.0000020265579224,0.9986928105354309,0.9982223510742188,0.995667040348053,0.9988785982131958,0.9930701851844788,0.9981028437614441,0.9995163679122925,0.9955344796180725,0.9846890568733215,0.9923070073127747
Child_Abuse,0.9992796182632446,0.9986928105354309,1.0000015497207642,0.9997574687004089,0.9967446327209473,0.9990224838256836,0.9938310384750366,0.9978418350219727,0.9989134073257446,0.9972774386405945,0.9874650835990906,0.9948657751083374
Illegal_Activity,0.9989131689071655,0.9982223510742188,0.9997574687004089,1.0000016689300537,0.9965659379959106,0.998977780342102,0.9941606521606445,0.9971492290496826,0.9980883598327637,0.9975621700286865,0.9881376028060913,0.9953725337982178
Tailored_Financial_Advice,0.9978917837142944,0.995667040348053,0.9967446327209473,0.9965659379959106,1.0000019073486328,0.996874213218689,0.9936695694923401,0.9927119612693787,0.9955418109893799,0.9990077018737793,0.9959418177604675,0.9985562562942505
Adult_Content,0.999420702457428,0.9988785982131958,0.9990224838256836,0.998977780342102,0.996874213218689,1.000000238418579,0.994422197341919,0.9979530572891235,0.9985519647598267,0.9979716539382935,0.988235592842102,0.9955527186393738
harmless,0.9939094185829163,0.9930701851844788,0.9938310384750366,0.9941606521606445,0.9936695694923401,0.994422197341919,1.0000007152557373,0.9898504614830017,0.9922897815704346,0.9941438436508179,0.9885909557342529,0.993337094783783
Fraud_Deception,0.9980951547622681,0.9981028437614441,0.9978418350219727,0.9971492290496826,0.9927119612693787,0.9979530572891235,0.9898504614830017,1.0000035762786865,0.9987709522247314,0.9938943386077881,0.9793589115142822,0.9894806742668152
Privacy_Violation_Activity,0.9989014267921448,0.9995163679122925,0.9989134073257446,0.9980883598327637,0.9955418109893799,0.9985519647598267,0.9922897815704346,0.9987709522247314,1.000002145767212,0.9952911138534546,0.9836611151695251,0.9918099641799927
Economic_Harm,0.9985121488571167,0.9955344796180725,0.9972774386405945,0.9975621700286865,0.9990077018737793,0.9979716539382935,0.9941438436508179,0.9938943386077881,0.9952911138534546,1.0000025033950806,0.9949544668197632,0.9990590810775757
Physical_Harm,0.9893021583557129,0.9846890568733215,0.9874650835990906,0.9881376028060913,0.9959418177604675,0.988235592842102,0.9885909557342529,0.9793589115142822,0.9836611151695251,0.9949544668197632,0.9999997615814209,0.9977127313613892
Hate_Harass_Violence,0.9960713386535645,0.9923070073127747,0.9948657751083374,0.9953725337982178,0.9985562562942505,0.9955527186393738,0.993337094783783,0.9894806742668152,0.9918099641799927,0.9990590810775757,0.9977127313613892,1.0000017881393433
