,Child_Abuse,Privacy_Violation_Activity,Malware_Viruses,Political_Campaigning,Economic_Harm,Illegal_Activity,Adult_Content,Hate_Harass_Violence,harmless,Physical_Harm,Tailored_Financial_Advice,Fraud_Deception
Child_Abuse,1.0000483989715576,1.0000238418579102,0.9998753070831299,1.0000276565551758,0.9999828338623047,1.0,0.9998723864555359,1.0000344514846802,0.9999116659164429,0.9999911189079285,1.0000290870666504,1.0000349283218384
Privacy_Violation_Activity,1.0000238418579102,1.0000473260879517,0.9999627470970154,1.000038504600525,0.9999117255210876,0.9999374747276306,0.9999492764472961,1.0000159740447998,0.9999697804450989,0.9999216794967651,0.9999914169311523,1.0000107288360596
Malware_Viruses,0.9998753070831299,0.9999627470970154,1.000049352645874,0.9999465942382812,0.9996312856674194,0.9996768236160278,1.0000321865081787,0.999875545501709,0.9999921917915344,0.9996531009674072,0.999790370464325,0.999833345413208
Political_Campaigning,1.0000276565551758,1.000038504600525,0.9999465942382812,1.000046968460083,0.9999265670776367,0.9999474287033081,0.9999386668205261,1.0000272989273071,0.9999581575393677,0.9999358654022217,1.0000007152557373,1.000017762184143
Economic_Harm,0.9999828338623047,0.9999117255210876,0.9996312856674194,0.9999265670776367,1.000049114227295,1.0000418424606323,0.999618411064148,0.999972939491272,0.9997118711471558,1.0000383853912354,1.0000228881835938,1.0000085830688477
Illegal_Activity,1.0,0.9999374747276306,0.9996768236160278,0.9999474287033081,1.0000418424606323,1.0000492334365845,0.9996627569198608,0.9999890327453613,0.9997553825378418,1.0000404119491577,1.0000299215316772,1.000017523765564
Adult_Content,0.9998723864555359,0.9999492764472961,1.0000321865081787,0.9999386668205261,0.999618411064148,0.9996627569198608,1.000048041343689,0.9998753070831299,0.9999850392341614,0.9996453523635864,0.9997776746749878,0.9998207092285156
Hate_Harass_Violence,1.0000344514846802,1.0000159740447998,0.999875545501709,1.0000272989273071,0.999972939491272,0.9999890327453613,0.9998753070831299,1.0000452995300293,0.9999075531959534,0.9999865293502808,1.0000182390213013,1.0000265836715698
harmless,0.9999116659164429,0.9999697804450989,0.9999921917915344,0.9999581575393677,0.9997118711471558,0.9997553825378418,0.9999850392341614,0.9999075531959534,1.0000545978546143,0.9997323155403137,0.9998494386672974,0.9998679161071777
Physical_Harm,0.9999911189079285,0.9999216794967651,0.9996531009674072,0.9999358654022217,1.0000383853912354,1.0000404119491577,0.9996453523635864,0.9999865293502808,0.9997323155403137,1.0000463724136353,1.00002121925354,1.0000089406967163
Tailored_Financial_Advice,1.0000290870666504,0.9999914169311523,0.999790370464325,1.0000007152557373,1.0000228881835938,1.0000299215316772,0.9997776746749878,1.0000182390213013,0.9998494386672974,1.00002121925354,1.0000499486923218,1.000037670135498
Fraud_Deception,1.0000349283218384,1.0000107288360596,0.999833345413208,1.000017762184143,1.0000085830688477,1.000017523765564,0.9998207092285156,1.0000265836715698,0.9998679161071777,1.0000089406967163,1.000037670135498,1.0000473260879517
