,Political_Campaigning,Malware_Viruses,Child_Abuse,Illegal_Activity,Tailored_Financial_Advice,Adult_Content,harmless,Fraud_Deception,Privacy_Violation_Activity,Economic_Harm,Physical_Harm,Hate_Harass_Violence
Political_Campaigning,1.0000017881393433,0.9619737863540649,0.9515327215194702,0.9469336271286011,0.8952298164367676,0.946364164352417,0.7500305771827698,0.6054022312164307,-0.2905246615409851,0.9808607697486877,0.9647819995880127,0.9101361632347107
Malware_Viruses,0.9619737863540649,1.000000238418579,0.9181438684463501,0.9336249828338623,0.8783951997756958,0.9146978855133057,0.7418205142021179,0.592566192150116,-0.2696160674095154,0.9624528884887695,0.9378226399421692,0.8853684067726135
Child_Abuse,0.9515327215194702,0.9181438684463501,1.0000004768371582,0.9288479089736938,0.8527863025665283,0.9703038334846497,0.7065041065216064,0.606356143951416,-0.2698208689689636,0.9570351839065552,0.9630328416824341,0.8798303604125977
Illegal_Activity,0.9469336271286011,0.9336249828338623,0.9288479089736938,1.0000011920928955,0.9744383692741394,0.9259915351867676,0.8871457576751709,0.38280433416366577,-0.5297769904136658,0.937279462814331,0.9402697086334229,0.9811943769454956
Tailored_Financial_Advice,0.8952298164367676,0.8783951997756958,0.8527863025665283,0.9744383692741394,1.0000066757202148,0.852719783782959,0.9456145763397217,0.22589589655399323,-0.6622893214225769,0.8727735280990601,0.8678814172744751,0.9888238906860352
Adult_Content,0.946364164352417,0.9146978855133057,0.9703038334846497,0.9259915351867676,0.852719783782959,1.0000007152557373,0.7038450241088867,0.5858546495437622,-0.27048057317733765,0.9477928876876831,0.9618699550628662,0.8819394111633301
harmless,0.7500305771827698,0.7418205142021179,0.7065041065216064,0.8871457576751709,0.9456145763397217,0.7038450241088867,1.0000182390213013,-0.011206310242414474,-0.8110154867172241,0.7096647024154663,0.717483401298523,0.9366307258605957
Fraud_Deception,0.6054022312164307,0.592566192150116,0.606356143951416,0.38280433416366577,0.22589589655399323,0.5858546495437622,-0.011206310242414474,1.0000001192092896,0.5378373265266418,0.6498447060585022,0.5999546051025391,0.25398188829421997
Privacy_Violation_Activity,-0.2905246615409851,-0.2696160674095154,-0.2698208689689636,-0.5297769904136658,-0.6622893214225769,-0.27048057317733765,-0.8110154867172241,0.5378373265266418,1.0000030994415283,-0.24609650671482086,-0.2743682861328125,-0.6419105529785156
Economic_Harm,0.9808607697486877,0.9624528884887695,0.9570351839065552,0.937279462814331,0.8727735280990601,0.9477928876876831,0.7096647024154663,0.6498447060585022,-0.24609650671482086,1.0000017881393433,0.9707147479057312,0.8849049806594849
Physical_Harm,0.9647819995880127,0.9378226399421692,0.9630328416824341,0.9402697086334229,0.8678814172744751,0.9618699550628662,0.717483401298523,0.5999546051025391,-0.2743682861328125,0.9707147479057312,1.000000238418579,0.897074282169342
Hate_Harass_Violence,0.9101361632347107,0.8853684067726135,0.8798303604125977,0.9811943769454956,0.9888238906860352,0.8819394111633301,0.9366307258605957,0.25398188829421997,-0.6419105529785156,0.8849049806594849,0.897074282169342,1.0000039339065552
