,Privacy_Violation_Activity,Physical_Harm,Child_Abuse,Fraud_Deception,Economic_Harm,Tailored_Financial_Advice,Hate_Harass_Violence,Political_Campaigning,harmless,Malware_Viruses,Illegal_Activity,Adult_Content
Privacy_Violation_Activity,1.0000011920928955,-0.8871049284934998,-0.849515974521637,0.28748708963394165,-0.8730400800704956,-0.9381687045097351,-0.9389172196388245,-0.8494104146957397,-0.9406833648681641,-0.8402574062347412,-0.9148235321044922,-0.8652771711349487
Physical_Harm,-0.8871049284934998,1.0000011920928955,0.9680626392364502,0.015213841572403908,0.9842891097068787,0.9752919673919678,0.9813085794448853,0.9696699380874634,0.9457947015762329,0.9623644948005676,0.9774322509765625,0.977836012840271
Child_Abuse,-0.849515974521637,0.9680626392364502,1.0000019073486328,0.19040101766586304,0.9886160492897034,0.9760977029800415,0.9750711917877197,0.9936724901199341,0.9367320537567139,0.9847824573516846,0.9869105815887451,0.9905517101287842
Fraud_Deception,0.28748708963394165,0.015213841572403908,0.19040101766586304,1.0000003576278687,0.10849731415510178,0.011393777094781399,-0.0046872328966856,0.18833735585212708,-0.04643901437520981,0.163491353392601,0.07202630490064621,0.12310467660427094
Economic_Harm,-0.8730400800704956,0.9842891097068787,0.9886160492897034,0.10849731415510178,1.0000009536743164,0.9846830368041992,0.9843096733093262,0.9925002455711365,0.9440559148788452,0.9867514371871948,0.9893179535865784,0.9935338497161865
Tailored_Financial_Advice,-0.9381687045097351,0.9752919673919678,0.9760977029800415,0.011393777094781399,0.9846830368041992,1.0000030994415283,0.9983433485031128,0.9775518178939819,0.9731994867324829,0.9705792665481567,0.9970883131027222,0.9799083471298218
Hate_Harass_Violence,-0.9389172196388245,0.9813085794448853,0.9750711917877197,-0.0046872328966856,0.9843096733093262,0.9983433485031128,1.0000017881393433,0.9764127731323242,0.9734011292457581,0.9690306186676025,0.9958913326263428,0.9815935492515564
Political_Campaigning,-0.8494104146957397,0.9696699380874634,0.9936724901199341,0.18833735585212708,0.9925002455711365,0.9775518178939819,0.9764127731323242,1.0000011920928955,0.9351910948753357,0.9890408515930176,0.9871947169303894,0.9917897582054138
harmless,-0.9406833648681641,0.9457947015762329,0.9367320537567139,-0.04643901437520981,0.9440559148788452,0.9731994867324829,0.9734011292457581,0.9351910948753357,1.000002145767212,0.925224781036377,0.9673820734024048,0.938058614730835
Malware_Viruses,-0.8402574062347412,0.9623644948005676,0.9847824573516846,0.163491353392601,0.9867514371871948,0.9705792665481567,0.9690306186676025,0.9890408515930176,0.925224781036377,1.000001072883606,0.9800967574119568,0.9890315532684326
Illegal_Activity,-0.9148235321044922,0.9774322509765625,0.9869105815887451,0.07202630490064621,0.9893179535865784,0.9970883131027222,0.9958913326263428,0.9871947169303894,0.9673820734024048,0.9800967574119568,1.0000026226043701,0.9867342710494995
Adult_Content,-0.8652771711349487,0.977836012840271,0.9905517101287842,0.12310467660427094,0.9935338497161865,0.9799083471298218,0.9815935492515564,0.9917897582054138,0.938058614730835,0.9890315532684326,0.9867342710494995,1.0000019073486328
