,Hate_Harass_Violence,Malware_Viruses,Adult_Content,Tailored_Financial_Advice,harmless,Privacy_Violation_Activity,Economic_Harm,Fraud_Deception,Child_Abuse,Political_Campaigning,Physical_Harm,Illegal_Activity
Hate_Harass_Violence,1.0000053644180298,0.9888372421264648,0.9933933019638062,0.9980980157852173,0.9925214648246765,0.9883825182914734,0.9983970522880554,0.9847468137741089,0.9927294850349426,0.9942799806594849,0.9967374205589294,0.9932894706726074
Malware_Viruses,0.9888372421264648,1.0000087022781372,0.9980382919311523,0.9932620525360107,0.9903075098991394,0.999291181564331,0.9937188625335693,0.9972419142723083,0.9981335401535034,0.9978272914886475,0.9778988361358643,0.9976593255996704
Adult_Content,0.9933933019638062,0.9980382919311523,1.0000065565109253,0.9947925806045532,0.9930393695831299,0.9976139664649963,0.9972629547119141,0.9970459938049316,0.998282790184021,0.999096155166626,0.9826784729957581,0.9983078837394714
Tailored_Financial_Advice,0.9980980157852173,0.9932620525360107,0.9947925806045532,1.0000053644180298,0.9922534227371216,0.9932684898376465,0.998157262802124,0.9886132478713989,0.9953830242156982,0.996425449848175,0.9945777654647827,0.9951280355453491
harmless,0.9925214648246765,0.9903075098991394,0.9930393695831299,0.9922534227371216,1.0000085830688477,0.9892870783805847,0.9936680197715759,0.9857680797576904,0.9919040203094482,0.9924212694168091,0.9859790205955505,0.9925322532653809
Privacy_Violation_Activity,0.9883825182914734,0.999291181564331,0.9976139664649963,0.9932684898376465,0.9892870783805847,1.0000081062316895,0.9934408664703369,0.9981107711791992,0.9985557794570923,0.9983249306678772,0.9768054485321045,0.9975718259811401
Economic_Harm,0.9983970522880554,0.9937188625335693,0.9972629547119141,0.998157262802124,0.9936680197715759,0.9934408664703369,1.0000057220458984,0.9915767908096313,0.9961370229721069,0.9980199337005615,0.9921003580093384,0.9965022206306458
Fraud_Deception,0.9847468137741089,0.9972419142723083,0.9970459938049316,0.9886132478713989,0.9857680797576904,0.9981107711791992,0.9915767908096313,1.0000077486038208,0.9968016743659973,0.9972496032714844,0.9699289798736572,0.9960967302322388
Child_Abuse,0.9927294850349426,0.9981335401535034,0.998282790184021,0.9953830242156982,0.9919040203094482,0.9985557794570923,0.9961370229721069,0.9968016743659973,1.0000061988830566,0.9988647699356079,0.9824405312538147,0.9996733069419861
Political_Campaigning,0.9942799806594849,0.9978272914886475,0.999096155166626,0.996425449848175,0.9924212694168091,0.9983249306678772,0.9980199337005615,0.9972496032714844,0.9988647699356079,1.0000091791152954,0.9843758344650269,0.998457670211792
Physical_Harm,0.9967374205589294,0.9778988361358643,0.9826784729957581,0.9945777654647827,0.9859790205955505,0.9768054485321045,0.9921003580093384,0.9699289798736572,0.9824405312538147,0.9843758344650269,1.0000030994415283,0.9831531643867493
Illegal_Activity,0.9932894706726074,0.9976593255996704,0.9983078837394714,0.9951280355453491,0.9925322532653809,0.9975718259811401,0.9965022206306458,0.9960967302322388,0.9996733069419861,0.998457670211792,0.9831531643867493,1.0000100135803223
