,Hate_Harass_Violence,Malware_Viruses,Adult_Content,Tailored_Financial_Advice,harmless,Privacy_Violation_Activity,Economic_Harm,Fraud_Deception,Child_Abuse,Political_Campaigning,Physical_Harm,Illegal_Activity
Hate_Harass_Violence,1.0000001192092896,0.975692629814148,0.9891446232795715,0.9760208129882812,0.9096637964248657,0.9792078733444214,0.9866512417793274,0.9842796921730042,0.980650782585144,0.9878717660903931,0.9927414655685425,0.9815384149551392
Malware_Viruses,0.975692629814148,1.000000238418579,0.9788634181022644,0.9830513000488281,0.9204394221305847,0.9932898283004761,0.9849013090133667,0.9873969554901123,0.975674569606781,0.9833620190620422,0.9849539399147034,0.9831637144088745
Adult_Content,0.9891446232795715,0.9788634181022644,1.000000238418579,0.982740044593811,0.9125891327857971,0.9851870536804199,0.9889167547225952,0.9885060787200928,0.9894384741783142,0.9897875785827637,0.9932525157928467,0.9891399145126343
Tailored_Financial_Advice,0.9760208129882812,0.9830513000488281,0.982740044593811,1.0000004768371582,0.9211797118186951,0.9871388673782349,0.992642879486084,0.9916511178016663,0.9872353076934814,0.9894887804985046,0.9857296347618103,0.9893128871917725
harmless,0.9096637964248657,0.9204394221305847,0.9125891327857971,0.9211797118186951,0.9999998807907104,0.9236743450164795,0.9121715426445007,0.9172611832618713,0.9176531434059143,0.9205970168113708,0.9167510867118835,0.9173898100852966
Privacy_Violation_Activity,0.9792078733444214,0.9932898283004761,0.9851870536804199,0.9871388673782349,0.9236743450164795,0.9999998807907104,0.9893231987953186,0.9918015003204346,0.9843356609344482,0.9897412657737732,0.9888808727264404,0.9907832741737366
Economic_Harm,0.9866512417793274,0.9849013090133667,0.9889167547225952,0.992642879486084,0.9121715426445007,0.9893231987953186,0.9999996423721313,0.9961480498313904,0.9874598383903503,0.9937856793403625,0.9905164241790771,0.9921942949295044
Fraud_Deception,0.9842796921730042,0.9873969554901123,0.9885060787200928,0.9916511178016663,0.9172611832618713,0.9918015003204346,0.9961480498313904,1.0000001192092896,0.988390326499939,0.9937662482261658,0.9895254373550415,0.9923396706581116
Child_Abuse,0.980650782585144,0.975674569606781,0.9894384741783142,0.9872353076934814,0.9176531434059143,0.9843356609344482,0.9874598383903503,0.988390326499939,1.000000238418579,0.9889942407608032,0.9872111082077026,0.9907869100570679
Political_Campaigning,0.9878717660903931,0.9833620190620422,0.9897875785827637,0.9894887804985046,0.9205970168113708,0.9897412657737732,0.9937856793403625,0.9937662482261658,0.9889942407608032,0.9999999403953552,0.9905436038970947,0.9924687147140503
Physical_Harm,0.9927414655685425,0.9849539399147034,0.9932525157928467,0.9857296347618103,0.9167510867118835,0.9888808727264404,0.9905164241790771,0.9895254373550415,0.9872111082077026,0.9905436038970947,1.000000238418579,0.9888498783111572
Illegal_Activity,0.9815384149551392,0.9831637144088745,0.9891399145126343,0.9893128871917725,0.9173898100852966,0.9907832741737366,0.9921942949295044,0.9923396706581116,0.9907869100570679,0.9924687147140503,0.9888498783111572,1.0
