,Child_Abuse,Political_Campaigning,Privacy_Violation_Activity,Illegal_Activity,Economic_Harm,Adult_Content,Physical_Harm,Fraud_Deception,Tailored_Financial_Advice,harmless,Hate_Harass_Violence,Malware_Viruses
Child_Abuse,1.0000001192092896,0.7083074450492859,0.7458237409591675,0.7911058664321899,0.7153935432434082,0.8299347162246704,0.7534687519073486,0.7526871562004089,0.652316689491272,0.08603088557720184,0.7284908294677734,0.6516808271408081
Political_Campaigning,0.7083074450492859,1.0000014305114746,0.734879732131958,0.7695837020874023,0.7511530518531799,0.6682525277137756,0.750159502029419,0.7712047100067139,0.7012773156166077,0.10228600353002548,0.7822721004486084,0.6821760535240173
Privacy_Violation_Activity,0.7458237409591675,0.734879732131958,1.0000015497207642,0.8365510106086731,0.7507565021514893,0.7013216614723206,0.7484380006790161,0.828796923160553,0.666374921798706,0.05681644380092621,0.6478316783905029,0.8627432584762573
Illegal_Activity,0.7911058664321899,0.7695837020874023,0.8365510106086731,1.0000004768371582,0.8493748307228088,0.7330599427223206,0.8246721029281616,0.8856165409088135,0.7709493041038513,0.07336384057998657,0.6949132680892944,0.8142514824867249
Economic_Harm,0.7153935432434082,0.7511530518531799,0.7507565021514893,0.8493748307228088,1.0000009536743164,0.6917207837104797,0.7815658450126648,0.8997669219970703,0.8326994776725769,0.10591790825128555,0.6624835729598999,0.7667417526245117
Adult_Content,0.8299347162246704,0.6682525277137756,0.7013216614723206,0.7330599427223206,0.6917207837104797,1.0000007152557373,0.7545138597488403,0.695338785648346,0.5825792551040649,0.1370941698551178,0.7694602608680725,0.5945359468460083
Physical_Harm,0.7534687519073486,0.750159502029419,0.7484380006790161,0.8246721029281616,0.7815658450126648,0.7545138597488403,1.000001311302185,0.7541996836662292,0.6645967364311218,0.10163068026304245,0.7652507424354553,0.7285581231117249
Fraud_Deception,0.7526871562004089,0.7712047100067139,0.828796923160553,0.8856165409088135,0.8997669219970703,0.695338785648346,0.7541996836662292,1.000001311302185,0.7819105386734009,0.08246009051799774,0.6686207056045532,0.8077289462089539
Tailored_Financial_Advice,0.652316689491272,0.7012773156166077,0.666374921798706,0.7709493041038513,0.8326994776725769,0.5825792551040649,0.6645967364311218,0.7819105386734009,1.0000007152557373,0.029538992792367935,0.5717581510543823,0.638697624206543
harmless,0.08603088557720184,0.10228600353002548,0.05681644380092621,0.07336384057998657,0.10591790825128555,0.1370941698551178,0.10163068026304245,0.08246009051799774,0.029538992792367935,1.0000017881393433,0.17877553403377533,0.07673931121826172
Hate_Harass_Violence,0.7284908294677734,0.7822721004486084,0.6478316783905029,0.6949132680892944,0.6624835729598999,0.7694602608680725,0.7652507424354553,0.6686207056045532,0.5717581510543823,0.17877553403377533,1.000001072883606,0.5762178897857666
Malware_Viruses,0.6516808271408081,0.6821760535240173,0.8627432584762573,0.8142514824867249,0.7667417526245117,0.5945359468460083,0.7285581231117249,0.8077289462089539,0.638697624206543,0.07673931121826172,0.5762178897857666,1.000001072883606
