,Child_Abuse,Privacy_Violation_Activity,Malware_Viruses,Political_Campaigning,Economic_Harm,Illegal_Activity,Adult_Content,Hate_Harass_Violence,harmless,Physical_Harm,Tailored_Financial_Advice,Fraud_Deception
Child_Abuse,1.000027060508728,0.9999831914901733,0.999940037727356,0.9999955892562866,0.9999361634254456,0.9999666810035706,0.9999721646308899,0.9998058080673218,0.9995392560958862,0.9988868236541748,0.9998252391815186,0.9999151825904846
Privacy_Violation_Activity,0.9999831914901733,1.0000269412994385,0.9999916553497314,0.9999882578849792,0.9998913407325745,0.9998738765716553,0.9999275207519531,0.9996983408927917,0.9994860291481018,0.9987030625343323,0.9997996687889099,0.9999597668647766
Malware_Viruses,0.999940037727356,0.9999916553497314,1.0000286102294922,0.9999312162399292,0.9998223781585693,0.9998239278793335,0.9998700618743896,0.9995997548103333,0.9994946122169495,0.9985895156860352,0.9997661113739014,0.9999421238899231
Political_Campaigning,0.9999955892562866,0.9999882578849792,0.9999312162399292,1.00002920627594,0.9999703764915466,0.9999470710754395,0.999983012676239,0.9998282790184021,0.9995079040527344,0.9989347457885742,0.9998680353164673,0.9999343752861023
Economic_Harm,0.9999361634254456,0.9998913407325745,0.9998223781585693,0.9999703764915466,1.0000284910202026,0.99997878074646,0.9999803304672241,0.999942421913147,0.9995128512382507,0.9993124008178711,0.9999575018882751,0.9997713565826416
Illegal_Activity,0.9999666810035706,0.9998738765716553,0.9998239278793335,0.9999470710754395,0.99997878074646,1.000027060508728,0.9999727010726929,0.9999296069145203,0.9995700716972351,0.9992623925209045,0.9999051094055176,0.999760091304779
Adult_Content,0.9999721646308899,0.9999275207519531,0.9998700618743896,0.999983012676239,0.9999803304672241,0.9999727010726929,1.0000293254852295,0.9999182224273682,0.9996111392974854,0.9991795420646667,0.9998743534088135,0.9998048543930054
Hate_Harass_Violence,0.9998058080673218,0.9996983408927917,0.9995997548103333,0.9998282790184021,0.999942421913147,0.9999296069145203,0.9999182224273682,1.0000234842300415,0.999544620513916,0.9995999932289124,0.999878466129303,0.9994978308677673
harmless,0.9995392560958862,0.9994860291481018,0.9994946122169495,0.9995079040527344,0.9995128512382507,0.9995700716972351,0.9996111392974854,0.999544620513916,1.0000269412994385,0.9989804625511169,0.9994981288909912,0.9992569088935852
Physical_Harm,0.9988868236541748,0.9987030625343323,0.9985895156860352,0.9989347457885742,0.9993124008178711,0.9992623925209045,0.9991795420646667,0.9995999932289124,0.9989804625511169,1.0000237226486206,0.9994229674339294,0.9982629418373108
Tailored_Financial_Advice,0.9998252391815186,0.9997996687889099,0.9997661113739014,0.9998680353164673,0.9999575018882751,0.9999051094055176,0.9998743534088135,0.999878466129303,0.9994981288909912,0.9994229674339294,1.0000228881835938,0.9996440410614014
Fraud_Deception,0.9999151825904846,0.9999597668647766,0.9999421238899231,0.9999343752861023,0.9997713565826416,0.999760091304779,0.9998048543930054,0.9994978308677673,0.9992569088935852,0.9982629418373108,0.9996440410614014,1.0000249147415161
