,Economic_Harm,harmless,Tailored_Financial_Advice,Adult_Content,Fraud_Deception,Hate_Harass_Violence,Illegal_Activity,Physical_Harm,Privacy_Violation_Activity,Malware_Viruses,Child_Abuse,Political_Campaigning
Economic_Harm,1.0001722574234009,0.9998770356178284,1.0001300573349,0.9994301795959473,1.0000641345977783,0.9999651908874512,1.0001468658447266,1.000136137008667,0.9999417662620544,0.9994609355926514,1.0000290870666504,0.9999207258224487
harmless,0.9998770356178284,1.0001721382141113,0.9999704957008362,0.9997194409370422,0.9999340772628784,0.9999897480010986,0.9999293088912964,0.99994295835495,0.9999683499336243,0.9997307658195496,0.9999678730964661,0.9999341368675232
Tailored_Financial_Advice,1.0001300573349,0.9999704957008362,1.000180959701538,0.9996410012245178,1.0001147985458374,1.000038743019104,1.0001306533813477,1.0001258850097656,1.0000416040420532,0.9996722936630249,1.0000941753387451,1.0000293254852295
Adult_Content,0.9994301795959473,0.9997194409370422,0.9996410012245178,1.000182867050171,0.999821662902832,0.9999257326126099,0.9995030164718628,0.999576985836029,0.9999614953994751,1.0001033544540405,0.9998701214790344,0.99998539686203
Fraud_Deception,1.0000641345977783,0.9999340772628784,1.0001147985458374,0.999821662902832,1.0001715421676636,1.0000765323638916,1.000077724456787,1.0000859498977661,1.0001230239868164,0.9998586177825928,1.000128984451294,1.000113606452942
Hate_Harass_Violence,0.9999651908874512,0.9999897480010986,1.000038743019104,0.9999257326126099,1.0000765323638916,1.0001798868179321,1.0000001192092896,1.0000516176223755,1.0000815391540527,0.9998869895935059,1.0001081228256226,1.0001095533370972
Illegal_Activity,1.0001468658447266,0.9999293088912964,1.0001306533813477,0.9995030164718628,1.000077724456787,1.0000001192092896,1.000177264213562,1.000150203704834,0.9999880194664001,0.9995396733283997,1.0000606775283813,0.9999522566795349
Physical_Harm,1.000136137008667,0.99994295835495,1.0001258850097656,0.999576985836029,1.0000859498977661,1.0000516176223755,1.000150203704834,1.0001804828643799,1.0000057220458984,0.9995828866958618,1.0000863075256348,0.9999850988388062
Privacy_Violation_Activity,0.9999417662620544,0.9999683499336243,1.0000416040420532,0.9999614953994751,1.0001230239868164,1.0000815391540527,0.9999880194664001,1.0000057220458984,1.0001728534698486,1.0000108480453491,1.0001124143600464,1.0001351833343506
Malware_Viruses,0.9994609355926514,0.9997307658195496,0.9996722936630249,1.0001033544540405,0.9998586177825928,0.9998869895935059,0.9995396733283997,0.9995828866958618,1.0000108480453491,1.0001804828643799,0.9998580813407898,1.000001311302185
Child_Abuse,1.0000290870666504,0.9999678730964661,1.0000941753387451,0.9998701214790344,1.000128984451294,1.0001081228256226,1.0000606775283813,1.0000863075256348,1.0001124143600464,0.9998580813407898,1.000172734260559,1.000104546546936
Political_Campaigning,0.9999207258224487,0.9999341368675232,1.0000293254852295,0.99998539686203,1.000113606452942,1.0001095533370972,0.9999522566795349,0.9999850988388062,1.0001351833343506,1.000001311302185,1.000104546546936,1.0001720190048218
