,harmless,Physical_Harm,Adult_Content,Tailored_Financial_Advice,Malware_Viruses,Privacy_Violation_Activity,Illegal_Activity,Economic_Harm,Child_Abuse,Hate_Harass_Violence,Fraud_Deception,Political_Campaigning
harmless,1.0,0.9463567733764648,0.9227144718170166,0.9438685774803162,0.9395041465759277,0.9482197165489197,0.949438214302063,0.9448062777519226,0.9463942050933838,0.9286966323852539,0.9401276111602783,0.9443124532699585
Physical_Harm,0.9463567733764648,1.000000238418579,0.9685007333755493,0.9592028260231018,0.9688341617584229,0.973100483417511,0.9819701910018921,0.9741169214248657,0.9746881723403931,0.9687933921813965,0.9716052412986755,0.9717669486999512
Adult_Content,0.9227144718170166,0.9685007333755493,1.0000007152557373,0.9386844635009766,0.9423161149024963,0.9587152600288391,0.9641874432563782,0.9558089375495911,0.9758939743041992,0.9682438373565674,0.9566773176193237,0.9553189873695374
Tailored_Financial_Advice,0.9438685774803162,0.9592028260231018,0.9386844635009766,1.0,0.9550284147262573,0.9602722525596619,0.9712228775024414,0.9819095134735107,0.9574814438819885,0.9407789707183838,0.9750289916992188,0.964736819267273
Malware_Viruses,0.9395041465759277,0.9688341617584229,0.9423161149024963,0.9550284147262573,1.0000003576278687,0.984427809715271,0.9783315658569336,0.9709997177124023,0.9594317674636841,0.942198634147644,0.9757225513458252,0.9614964127540588
Privacy_Violation_Activity,0.9482197165489197,0.973100483417511,0.9587152600288391,0.9602722525596619,0.984427809715271,1.0000001192092896,0.9825899600982666,0.9715051651000977,0.9713940620422363,0.9544823169708252,0.9799327850341797,0.9696419835090637
Illegal_Activity,0.949438214302063,0.9819701910018921,0.9641874432563782,0.9712228775024414,0.9783315658569336,0.9825899600982666,1.0,0.9826651215553284,0.9773276448249817,0.9606495499610901,0.9882650375366211,0.9737168550491333
Economic_Harm,0.9448062777519226,0.9741169214248657,0.9558089375495911,0.9819095134735107,0.9709997177124023,0.9715051651000977,0.9826651215553284,1.0000003576278687,0.966555655002594,0.9533867239952087,0.9884680509567261,0.9714424014091492
Child_Abuse,0.9463942050933838,0.9746881723403931,0.9758939743041992,0.9574814438819885,0.9594317674636841,0.9713940620422363,0.9773276448249817,0.966555655002594,1.0,0.965116560459137,0.9706131219863892,0.9665724635124207
Hate_Harass_Violence,0.9286966323852539,0.9687933921813965,0.9682438373565674,0.9407789707183838,0.942198634147644,0.9544823169708252,0.9606495499610901,0.9533867239952087,0.965116560459137,1.000000238418579,0.954564094543457,0.9723378419876099
Fraud_Deception,0.9401276111602783,0.9716052412986755,0.9566773176193237,0.9750289916992188,0.9757225513458252,0.9799327850341797,0.9882650375366211,0.9884680509567261,0.9706131219863892,0.954564094543457,1.000000238418579,0.9737598896026611
Political_Campaigning,0.9443124532699585,0.9717669486999512,0.9553189873695374,0.964736819267273,0.9614964127540588,0.9696419835090637,0.9737168550491333,0.9714424014091492,0.9665724635124207,0.9723378419876099,0.9737598896026611,0.9999997019767761
