,Privacy_Violation_Activity,Physical_Harm,Child_Abuse,Fraud_Deception,Economic_Harm,Tailored_Financial_Advice,Hate_Harass_Violence,Political_Campaigning,harmless,Malware_Viruses,Illegal_Activity,Adult_Content
Privacy_Violation_Activity,1.0000032186508179,0.9996113777160645,0.9996789693832397,0.9998573660850525,0.9996498227119446,0.9983676671981812,0.9983667731285095,0.9996696710586548,0.9998036026954651,0.9996291399002075,0.9992182850837708,0.9996347427368164
Physical_Harm,0.9996113777160645,1.0000030994415283,0.9998785257339478,0.9995946884155273,0.9999422430992126,0.9993538856506348,0.99943608045578,0.9998847842216492,0.9998005628585815,0.9998555183410645,0.9997579455375671,0.9999173879623413
Child_Abuse,0.9996789693832397,0.9998785257339478,1.000003457069397,0.9998232126235962,0.9999579191207886,0.9994518160820007,0.9994427561759949,0.9999775290489197,0.999760627746582,0.9999431371688843,0.9998759031295776,0.9999659657478333
Fraud_Deception,0.9998573660850525,0.9995946884155273,0.9998232126235962,1.0000020265579224,0.9997280240058899,0.9988383650779724,0.9987630844116211,0.9998140335083008,0.9997072815895081,0.9997379779815674,0.9995304346084595,0.9997273683547974
Economic_Harm,0.9996498227119446,0.9999422430992126,0.9999579191207886,0.9997280240058899,1.0000017881393433,0.9994901418685913,0.9994896650314331,0.9999722838401794,0.9997938275337219,0.9999499917030334,0.9998605251312256,0.9999770522117615
Tailored_Financial_Advice,0.9983676671981812,0.9993538856506348,0.9994518160820007,0.9988383650779724,0.9994901418685913,1.0000025033950806,0.9999292492866516,0.999481201171875,0.9988453388214111,0.999485194683075,0.9998180866241455,0.9994839429855347
Hate_Harass_Violence,0.9983667731285095,0.99943608045578,0.9994427561759949,0.9987630844116211,0.9994896650314331,0.9999292492866516,1.000001311302185,0.9994706511497498,0.998851478099823,0.9994691014289856,0.9997872710227966,0.9995102882385254
Political_Campaigning,0.9996696710586548,0.9998847842216492,0.9999775290489197,0.9998140335083008,0.9999722838401794,0.999481201171875,0.9994706511497498,1.0000011920928955,0.999756932258606,0.9999587535858154,0.9998823404312134,0.9999696612358093
harmless,0.9998036026954651,0.9998005628585815,0.999760627746582,0.9997072815895081,0.9997938275337219,0.9988453388214111,0.998851478099823,0.999756932258606,1.000002145767212,0.9997161626815796,0.9994540214538574,0.9997708201408386
Malware_Viruses,0.9996291399002075,0.9998555183410645,0.9999431371688843,0.9997379779815674,0.9999499917030334,0.999485194683075,0.9994691014289856,0.9999587535858154,0.9997161626815796,1.0000032186508179,0.9998693466186523,0.9999591112136841
Illegal_Activity,0.9992182850837708,0.9997579455375671,0.9998759031295776,0.9995304346084595,0.9998605251312256,0.9998180866241455,0.9997872710227966,0.9998823404312134,0.9994540214538574,0.9998693466186523,1.000002145767212,0.9998659491539001
Adult_Content,0.9996347427368164,0.9999173879623413,0.9999659657478333,0.9997273683547974,0.9999770522117615,0.9994839429855347,0.9995102882385254,0.9999696612358093,0.9997708201408386,0.9999591112136841,0.9998659491539001,1.000002145767212
