,harmless,Physical_Harm,Adult_Content,Tailored_Financial_Advice,Malware_Viruses,Privacy_Violation_Activity,Illegal_Activity,Economic_Harm,Child_Abuse,Hate_Harass_Violence,Fraud_Deception,Political_Campaigning
harmless,1.0000007152557373,0.18698029220104218,0.25675392150878906,0.1967082917690277,0.16881054639816284,0.2071893960237503,0.25625601410865784,0.19294172525405884,0.19633319973945618,0.2516838312149048,0.15262165665626526,0.10320988297462463
Physical_Harm,0.18698029220104218,1.0000007152557373,0.7153098583221436,0.6164343357086182,0.6521726846694946,0.6775755882263184,0.7646934986114502,0.7125462889671326,0.6753549575805664,0.7209954261779785,0.6783156394958496,0.6763681173324585
Adult_Content,0.25675392150878906,0.7153098583221436,1.0000005960464478,0.5524760484695435,0.5376389622688293,0.6398642063140869,0.6785091161727905,0.6402572393417358,0.7360137701034546,0.7068156003952026,0.6230465173721313,0.5955118536949158
Tailored_Financial_Advice,0.1967082917690277,0.6164343357086182,0.5524760484695435,1.0000008344650269,0.5600640773773193,0.6044723987579346,0.70310378074646,0.7969300746917725,0.5986106991767883,0.5481767058372498,0.7124388217926025,0.621656060218811
Malware_Viruses,0.16881054639816284,0.6521726846694946,0.5376389622688293,0.5600640773773193,1.0000005960464478,0.8078532218933105,0.7507978677749634,0.6850078105926514,0.5829412937164307,0.5149903893470764,0.7426239252090454,0.6077693700790405
Privacy_Violation_Activity,0.2071893960237503,0.6775755882263184,0.6398642063140869,0.6044723987579346,0.8078532218933105,1.0000003576278687,0.7673196792602539,0.6819188594818115,0.6380045413970947,0.5720516443252563,0.7559874057769775,0.651222825050354
Illegal_Activity,0.25625601410865784,0.7646934986114502,0.6785091161727905,0.70310378074646,0.7507978677749634,0.7673196792602539,1.0000004768371582,0.8031131625175476,0.7336323261260986,0.6473690271377563,0.8224024176597595,0.6927655339241028
Economic_Harm,0.19294172525405884,0.7125462889671326,0.6402572393417358,0.7969300746917725,0.6850078105926514,0.6819188594818115,0.8031131625175476,1.0000008344650269,0.6680299043655396,0.6239324808120728,0.8613178730010986,0.6815024614334106
Child_Abuse,0.19633319973945618,0.6753549575805664,0.7360137701034546,0.5986106991767883,0.5829412937164307,0.6380045413970947,0.7336323261260986,0.6680299043655396,1.0000005960464478,0.6454914808273315,0.6636815071105957,0.6245008111000061
Hate_Harass_Violence,0.2516838312149048,0.7209954261779785,0.7068156003952026,0.5481767058372498,0.5149903893470764,0.5720516443252563,0.6473690271377563,0.6239324808120728,0.6454914808273315,1.000000238418579,0.6139646768569946,0.7017295360565186
Fraud_Deception,0.15262165665626526,0.6783156394958496,0.6230465173721313,0.7124388217926025,0.7426239252090454,0.7559874057769775,0.8224024176597595,0.8613178730010986,0.6636815071105957,0.6139646768569946,1.0000007152557373,0.7024043798446655
Political_Campaigning,0.10320988297462463,0.6763681173324585,0.5955118536949158,0.621656060218811,0.6077693700790405,0.651222825050354,0.6927655339241028,0.6815024614334106,0.6245008111000061,0.7017295360565186,0.7024043798446655,0.9999997615814209
