,harmless,Physical_Harm,Adult_Content,Tailored_Financial_Advice,Malware_Viruses,Privacy_Violation_Activity,Illegal_Activity,Economic_Harm,Child_Abuse,Hate_Harass_Violence,Fraud_Deception,Political_Campaigning
harmless,1.0,0.2287975400686264,0.23031723499298096,0.13071975111961365,0.1633504033088684,0.15874461829662323,0.20290331542491913,0.20012164115905762,0.13635194301605225,0.2883235812187195,0.17214621603488922,0.18950054049491882
Physical_Harm,0.2287975400686264,0.9999997615814209,0.7773500084877014,0.6263928413391113,0.7291801571846008,0.7456911206245422,0.8306732773780823,0.7664761543273926,0.7617030143737793,0.7654131054878235,0.7526108622550964,0.7455577850341797
Adult_Content,0.23031723499298096,0.7773500084877014,1.0000001192092896,0.5435267090797424,0.5859924554824829,0.6939927935600281,0.740591824054718,0.680390477180481,0.8260749578475952,0.7920176982879639,0.6905257105827332,0.6763090491294861
Tailored_Financial_Advice,0.13071975111961365,0.6263928413391113,0.5435267090797424,1.0,0.611426055431366,0.6297838687896729,0.7293347716331482,0.8351863622665405,0.6088752746582031,0.535311758518219,0.7830412983894348,0.6824158430099487
Malware_Viruses,0.1633504033088684,0.7291801571846008,0.5859924554824829,0.611426055431366,1.000000238418579,0.8636876940727234,0.8086535334587097,0.7505936622619629,0.6431681513786316,0.5653238296508789,0.7978739738464355,0.6696115136146545
Privacy_Violation_Activity,0.15874461829662323,0.7456911206245422,0.6939927935600281,0.6297838687896729,0.8636876940727234,0.9999997615814209,0.8302686214447021,0.7347450256347656,0.7271780371665955,0.6387127637863159,0.8223254084587097,0.718593418598175
Illegal_Activity,0.20290331542491913,0.8306732773780823,0.740591824054718,0.7293347716331482,0.8086535334587097,0.8302686214447021,1.0000003576278687,0.8392837643623352,0.7812836766242981,0.6939792633056641,0.8973693251609802,0.7564780116081238
Economic_Harm,0.20012164115905762,0.7664761543273926,0.680390477180481,0.8351863622665405,0.7505936622619629,0.7347450256347656,0.8392837643623352,1.0000003576278687,0.6912763714790344,0.6441416144371033,0.9007643461227417,0.7451152801513672
Child_Abuse,0.13635194301605225,0.7617030143737793,0.8260749578475952,0.6088752746582031,0.6431681513786316,0.7271780371665955,0.7812836766242981,0.6912763714790344,1.000000238418579,0.7219586372375488,0.7404285073280334,0.692818284034729
Hate_Harass_Violence,0.2883235812187195,0.7654131054878235,0.7920176982879639,0.535311758518219,0.5653238296508789,0.6387127637863159,0.6939792633056641,0.6441416144371033,0.7219586372375488,1.000000238418579,0.6576378345489502,0.7893557548522949
Fraud_Deception,0.17214621603488922,0.7526108622550964,0.6905257105827332,0.7830412983894348,0.7978739738464355,0.8223254084587097,0.8973693251609802,0.9007643461227417,0.7404285073280334,0.6576378345489502,0.9999998807907104,0.7742087841033936
Political_Campaigning,0.18950054049491882,0.7455577850341797,0.6763090491294861,0.6824158430099487,0.6696115136146545,0.718593418598175,0.7564780116081238,0.7451152801513672,0.692818284034729,0.7893557548522949,0.7742087841033936,0.9999999403953552
