,Child_Abuse,Privacy_Violation_Activity,Malware_Viruses,Political_Campaigning,Economic_Harm,Illegal_Activity,Adult_Content,Hate_Harass_Violence,harmless,Physical_Harm,Tailored_Financial_Advice,Fraud_Deception
Child_Abuse,1.0000009536743164,0.9362562298774719,0.9241973757743835,0.9435840845108032,0.9469619989395142,0.9631171226501465,0.9588960409164429,0.939720630645752,0.8936604261398315,0.9582245349884033,0.9425393342971802,0.9431281089782715
Privacy_Violation_Activity,0.9362562298774719,1.0000005960464478,0.9656859636306763,0.9606078267097473,0.9508270621299744,0.9637820720672607,0.9364607334136963,0.9340406060218811,0.9121411442756653,0.9513233304023743,0.9450386166572571,0.9579468965530396
Malware_Viruses,0.9241973757743835,0.9656859636306763,1.000001072883606,0.9495449066162109,0.9454044103622437,0.9533032178878784,0.9194166660308838,0.9283668994903564,0.907941997051239,0.9379479885101318,0.9353607892990112,0.9575767517089844
Political_Campaigning,0.9435840845108032,0.9606078267097473,0.9495449066162109,1.0000009536743164,0.9627352952957153,0.9606899619102478,0.9386227130889893,0.9618686437606812,0.9102938771247864,0.9579365849494934,0.9598262310028076,0.9609642624855042
Economic_Harm,0.9469619989395142,0.9508270621299744,0.9454044103622437,0.9627352952957153,1.000000238418579,0.9712711572647095,0.9408316016197205,0.9381330609321594,0.8987800478935242,0.9528501033782959,0.9742434024810791,0.9850003123283386
Illegal_Activity,0.9631171226501465,0.9637820720672607,0.9533032178878784,0.9606899619102478,0.9712711572647095,1.0000007152557373,0.9540735483169556,0.942004382610321,0.913234531879425,0.9718203544616699,0.9614228010177612,0.9710111021995544
Adult_Content,0.9588960409164429,0.9364607334136963,0.9194166660308838,0.9386227130889893,0.9408316016197205,0.9540735483169556,1.0000007152557373,0.9476388692855835,0.8887277245521545,0.9608945250511169,0.9301800727844238,0.9368619918823242
Hate_Harass_Violence,0.939720630645752,0.9340406060218811,0.9283668994903564,0.9618686437606812,0.9381330609321594,0.942004382610321,0.9476388692855835,1.0000009536743164,0.8981490135192871,0.9578433036804199,0.9323915839195251,0.9367474913597107
harmless,0.8936604261398315,0.9121411442756653,0.907941997051239,0.9102938771247864,0.8987800478935242,0.913234531879425,0.8887277245521545,0.8981490135192871,1.0000009536743164,0.905231237411499,0.9088132381439209,0.8972240686416626
Physical_Harm,0.9582245349884033,0.9513233304023743,0.9379479885101318,0.9579365849494934,0.9528501033782959,0.9718203544616699,0.9608945250511169,0.9578433036804199,0.905231237411499,1.0000019073486328,0.954960823059082,0.9498113393783569
Tailored_Financial_Advice,0.9425393342971802,0.9450386166572571,0.9353607892990112,0.9598262310028076,0.9742434024810791,0.9614228010177612,0.9301800727844238,0.9323915839195251,0.9088132381439209,0.954960823059082,1.000000238418579,0.9613369703292847
Fraud_Deception,0.9431281089782715,0.9579468965530396,0.9575767517089844,0.9609642624855042,0.9850003123283386,0.9710111021995544,0.9368619918823242,0.9367474913597107,0.8972240686416626,0.9498113393783569,0.9613369703292847,1.0000009536743164
