,Political_Campaigning,Malware_Viruses,Privacy_Violation_Activity,Child_Abuse,Physical_Harm,Hate_Harass_Violence,Fraud_Deception,Tailored_Financial_Advice,Illegal_Activity,harmless,Economic_Harm,Adult_Content
Political_Campaigning,1.000096082687378,0.15911653637886047,0.9982119202613831,0.9882469773292542,0.9858189821243286,0.9836970567703247,0.996661901473999,0.9915183782577515,0.9896252155303955,-0.9799238443374634,0.9869676232337952,0.9973642230033875
Malware_Viruses,0.15911653637886047,1.0000354051589966,0.15196771919727325,0.016160722821950912,0.0009582638740539551,-0.014512889087200165,0.2217344045639038,0.04302439093589783,0.028957806527614594,0.02136339247226715,0.006979102268815041,0.17915698885917664
Privacy_Violation_Activity,0.9982119202613831,0.15196771919727325,1.000118613243103,0.9899889826774597,0.9875653982162476,0.984947919845581,0.9962974786758423,0.9924848079681396,0.9915890097618103,-0.9831287264823914,0.9887650012969971,0.9970143437385559
Child_Abuse,0.9882469773292542,0.016160722821950912,0.9899889826774597,1.000176191329956,0.9995799660682678,0.999193549156189,0.9772452116012573,0.998686671257019,0.9995147585868835,-0.9971505999565125,0.9996402859687805,0.9846249222755432
Physical_Harm,0.9858189821243286,0.0009582638740539551,0.9875653982162476,0.9995799660682678,1.0001754760742188,0.9997371435165405,0.9735826253890991,0.9982534646987915,0.9992383718490601,-0.9970877170562744,0.9996873736381531,0.9816070199012756
Hate_Harass_Violence,0.9836970567703247,-0.014512889087200165,0.984947919845581,0.999193549156189,0.9997371435165405,1.000179409980774,0.9702082872390747,0.9972865581512451,0.998550295829773,-0.9972378015518188,0.9993914365768433,0.97898268699646
Fraud_Deception,0.996661901473999,0.2217344045639038,0.9962974786758423,0.9772452116012573,0.9735826253890991,0.9702082872390747,1.0000885725021362,0.982025682926178,0.9796494245529175,-0.9673382043838501,0.9755971431732178,0.9970176219940186
Tailored_Financial_Advice,0.9915183782577515,0.04302439093589783,0.9924848079681396,0.998686671257019,0.9982534646987915,0.9972865581512451,0.982025682926178,1.0001455545425415,0.9990472793579102,-0.9947690963745117,0.9988074898719788,0.9873799085617065
Illegal_Activity,0.9896252155303955,0.028957806527614594,0.9915890097618103,0.9995147585868835,0.9992383718490601,0.998550295829773,0.9796494245529175,0.9990472793579102,1.000143051147461,-0.9965049624443054,0.9995163679122925,0.9859781861305237
harmless,-0.9799238443374634,0.02136339247226715,-0.9831287264823914,-0.9971505999565125,-0.9970877170562744,-0.9972378015518188,-0.9673382043838501,-0.9947690963745117,-0.9965049624443054,1.0001866817474365,-0.9976339340209961,-0.9754338264465332
Economic_Harm,0.9869676232337952,0.006979102268815041,0.9887650012969971,0.9996402859687805,0.9996873736381531,0.9993914365768433,0.9755971431732178,0.9988074898719788,0.9995163679122925,-0.9976339340209961,1.0001569986343384,0.9825634360313416
Adult_Content,0.9973642230033875,0.17915698885917664,0.9970143437385559,0.9846249222755432,0.9816070199012756,0.97898268699646,0.9970176219940186,0.9873799085617065,0.9859781861305237,-0.9754338264465332,0.9825634360313416,1.000088095664978
