,Child_Abuse,Privacy_Violation_Activity,Malware_Viruses,Political_Campaigning,Economic_Harm,Illegal_Activity,Adult_Content,Hate_Harass_Violence,harmless,Physical_Harm,Tailored_Financial_Advice,Fraud_Deception
Child_Abuse,1.0000778436660767,0.9993249773979187,0.9914937019348145,0.9993322491645813,0.9989985227584839,0.9988671541213989,0.9925366044044495,0.9996635317802429,-0.9942530393600464,0.998968243598938,0.9993632435798645,0.9997943043708801
Privacy_Violation_Activity,0.9993249773979187,1.0000816583633423,0.9949573874473572,0.9997320175170898,0.9974666833877563,0.9972277879714966,0.9951329231262207,0.9991021156311035,-0.995951235294342,0.9973235130310059,0.9982324242591858,0.9994886517524719
Malware_Viruses,0.9914937019348145,0.9949573874473572,1.0000691413879395,0.9946072101593018,0.9858935475349426,0.9852814078330994,0.9987236857414246,0.9914429783821106,-0.9950129389762878,0.985645055770874,0.9881360530853271,0.9918144941329956
Political_Campaigning,0.9993322491645813,0.9997320175170898,0.9946072101593018,1.0000768899917603,0.9975477457046509,0.9971963167190552,0.9951364398002625,0.9993770718574524,-0.9958643913269043,0.9974021911621094,0.9983307719230652,0.9995031356811523
Economic_Harm,0.9989985227584839,0.9974666833877563,0.9858935475349426,0.9975477457046509,1.000087857246399,0.9999212622642517,0.9868874549865723,0.9988418817520142,-0.9904860258102417,0.9998553991317749,0.999742865562439,0.9991378784179688
Illegal_Activity,0.9988671541213989,0.9972277879714966,0.9852814078330994,0.9971963167190552,0.9999212622642517,1.0000838041305542,0.9862251281738281,0.998643159866333,-0.9899036288261414,0.9998868703842163,0.999582827091217,0.9988903999328613
Adult_Content,0.9925366044044495,0.9951329231262207,0.9987236857414246,0.9951364398002625,0.9868874549865723,0.9862251281738281,1.0000666379928589,0.9926263093948364,-0.9954257607460022,0.9868969917297363,0.9889383316040039,0.9924275279045105
Hate_Harass_Violence,0.9996635317802429,0.9991021156311035,0.9914429783821106,0.9993770718574524,0.9988418817520142,0.998643159866333,0.9926263093948364,1.000072956085205,-0.9942838549613953,0.9989514946937561,0.999094545841217,0.9996433854103088
harmless,-0.9942530393600464,-0.995951235294342,-0.9950129389762878,-0.9958643913269043,-0.9904860258102417,-0.9899036288261414,-0.9954257607460022,-0.9942838549613953,1.000064492225647,-0.9903107285499573,-0.9917651414871216,-0.994406521320343
Physical_Harm,0.998968243598938,0.9973235130310059,0.985645055770874,0.9974021911621094,0.9998553991317749,0.9998868703842163,0.9868969917297363,0.9989514946937561,-0.9903107285499573,1.0000847578048706,0.9995383024215698,0.9989586472511292
Tailored_Financial_Advice,0.9993632435798645,0.9982324242591858,0.9881360530853271,0.9983307719230652,0.999742865562439,0.999582827091217,0.9889383316040039,0.999094545841217,-0.9917651414871216,0.9995383024215698,1.0000771284103394,0.9994555115699768
Fraud_Deception,0.9997943043708801,0.9994886517524719,0.9918144941329956,0.9995031356811523,0.9991378784179688,0.9988903999328613,0.9924275279045105,0.9996433854103088,-0.994406521320343,0.9989586472511292,0.9994555115699768,1.000084400177002
