,Child_Abuse,Privacy_Violation_Activity,Malware_Viruses,Political_Campaigning,Economic_Harm,Illegal_Activity,Adult_Content,Hate_Harass_Violence,harmless,Physical_Harm,Tailored_Financial_Advice,Fraud_Deception
Child_Abuse,1.0000609159469604,1.0000388622283936,0.9998982548713684,1.0000404119491577,1.0000056028366089,1.00001859664917,0.9999102354049683,1.0000488758087158,0.9999163150787354,1.000011682510376,1.000045895576477,1.0000516176223755
Privacy_Violation_Activity,1.0000388622283936,1.0000606775283813,0.999981164932251,1.0000531673431396,0.9999409317970276,0.9999604821205139,0.9999798536300659,1.0000299215316772,0.9999761581420898,0.9999484419822693,1.0000137090682983,1.0000321865081787
Malware_Viruses,0.9998982548713684,0.999981164932251,1.0000603199005127,0.9999727606773376,0.9996829032897949,0.9997172951698303,1.000045657157898,0.9998884201049805,1.0000096559524536,0.9996987581253052,0.9998327493667603,0.9998735189437866
Political_Campaigning,1.0000404119491577,1.0000531673431396,0.9999727606773376,1.00006103515625,0.9999470114707947,0.9999629259109497,0.9999767541885376,1.0000380277633667,0.9999703168869019,0.9999539852142334,1.0000178813934326,1.0000348091125488
Economic_Harm,1.0000056028366089,0.9999409317970276,0.9996829032897949,0.9999470114707947,1.0000625848770142,1.0000566244125366,0.9996942281723022,1.000003457069397,0.9997298121452332,1.000053882598877,1.000036597251892,1.0000237226486206
Illegal_Activity,1.00001859664917,0.9999604821205139,0.9997172951698303,0.9999629259109497,1.0000566244125366,1.0000624656677246,0.9997267723083496,1.0000145435333252,0.9997655153274536,1.0000557899475098,1.0000417232513428,1.000030517578125
Adult_Content,0.9999102354049683,0.9999798536300659,1.000045657157898,0.9999767541885376,0.9996942281723022,0.9997267723083496,1.0000603199005127,0.99990314245224,1.0000089406967163,0.9997144937515259,0.9998396039009094,0.9998788237571716
Hate_Harass_Violence,1.0000488758087158,1.0000299215316772,0.9998884201049805,1.0000380277633667,1.000003457069397,1.0000145435333252,0.99990314245224,1.000058889389038,0.999906599521637,1.0000139474868774,1.0000388622283936,1.0000466108322144
harmless,0.9999163150787354,0.9999761581420898,1.0000096559524536,0.9999703168869019,0.9997298121452332,0.9997655153274536,1.0000089406967163,0.999906599521637,1.000064492225647,0.9997473955154419,0.9998655915260315,0.9998841285705566
Physical_Harm,1.000011682510376,0.9999484419822693,0.9996987581253052,0.9999539852142334,1.000053882598877,1.0000557899475098,0.9997144937515259,1.0000139474868774,0.9997473955154419,1.0000613927841187,1.0000348091125488,1.0000239610671997
Tailored_Financial_Advice,1.000045895576477,1.0000137090682983,0.9998327493667603,1.0000178813934326,1.000036597251892,1.0000417232513428,0.9998396039009094,1.0000388622283936,0.9998655915260315,1.0000348091125488,1.0000627040863037,1.0000513792037964
Fraud_Deception,1.0000516176223755,1.0000321865081787,0.9998735189437866,1.0000348091125488,1.0000237226486206,1.000030517578125,0.9998788237571716,1.0000466108322144,0.9998841285705566,1.0000239610671997,1.0000513792037964,1.0000615119934082
