,Child_Abuse,Privacy_Violation_Activity,Malware_Viruses,Political_Campaigning,Economic_Harm,Illegal_Activity,Adult_Content,Hate_Harass_Violence,harmless,Physical_Harm,Tailored_Financial_Advice,Fraud_Deception
Child_Abuse,1.00008225440979,0.9989908933639526,0.9881879091262817,0.9991008639335632,0.9985031485557556,0.9982431530952454,0.9874595403671265,0.9994519352912903,-0.9930673837661743,0.9984249472618103,0.999116063117981,0.9996415376663208
Privacy_Violation_Activity,0.9989908933639526,1.0000728368759155,0.9929864406585693,0.9996218681335449,0.9963051676750183,0.9958533644676208,0.9914629459381104,0.9986207485198975,-0.9953175187110901,0.996019184589386,0.9975262880325317,0.9991875290870667
Malware_Viruses,0.9881879091262817,0.9929864406585693,1.000053882598877,0.9923484325408936,0.9801769852638245,0.9791208505630493,0.9980787634849548,0.9882705807685852,-0.99314284324646,0.9797161817550659,0.9835399985313416,0.9884148240089417
Political_Campaigning,0.9991008639335632,0.9996218681335449,0.9923484325408936,1.0000828504562378,0.9966151118278503,0.996021032333374,0.9912772178649902,0.9991320967674255,-0.9953126907348633,0.9963513612747192,0.9978089332580566,0.9993264675140381
Economic_Harm,0.9985031485557556,0.9963051676750183,0.9801769852638245,0.9966151118278503,1.0000849962234497,0.9998382329940796,0.9786890149116516,0.9981578588485718,-0.9881467819213867,0.9997528791427612,0.99962317943573,0.9987460970878601
Illegal_Activity,0.9982431530952454,0.9958533644676208,0.9791208505630493,0.996021032333374,0.9998382329940796,1.0000892877578735,0.9775044918060303,0.9978237748146057,-0.9870721101760864,0.9997945427894592,0.9993882179260254,0.9983184337615967
Adult_Content,0.9874595403671265,0.9914629459381104,0.9980787634849548,0.9912772178649902,0.9786890149116516,0.9775044918060303,1.0000520944595337,0.9877817630767822,-0.9920517206192017,0.9785710573196411,0.9820261597633362,0.9870050549507141
Hate_Harass_Violence,0.9994519352912903,0.9986207485198975,0.9882705807685852,0.9991320967674255,0.9981578588485718,0.9978237748146057,0.9877817630767822,1.0000803470611572,-0.9927974939346313,0.9983096122741699,0.9986682534217834,0.9993267059326172
harmless,-0.9930673837661743,-0.9953175187110901,-0.99314284324646,-0.9953126907348633,-0.9881467819213867,-0.9870721101760864,-0.9920517206192017,-0.9927974939346313,1.0000545978546143,-0.9876701831817627,-0.9901121258735657,-0.9934813976287842
Physical_Harm,0.9984249472618103,0.996019184589386,0.9797161817550659,0.9963513612747192,0.9997528791427612,0.9997945427894592,0.9785710573196411,0.9983096122741699,-0.9876701831817627,1.0000876188278198,0.9993475079536438,0.9984388947486877
Tailored_Financial_Advice,0.999116063117981,0.9975262880325317,0.9835399985313416,0.9978089332580566,0.99962317943573,0.9993882179260254,0.9820261597633362,0.9986682534217834,-0.9901121258735657,0.9993475079536438,1.000085711479187,0.9992901086807251
Fraud_Deception,0.9996415376663208,0.9991875290870667,0.9884148240089417,0.9993264675140381,0.9987460970878601,0.9983184337615967,0.9870050549507141,0.9993267059326172,-0.9934813976287842,0.9984388947486877,0.9992901086807251,1.000078797340393
