,Political_Campaigning,Malware_Viruses,Hate_Harass_Violence,Child_Abuse,Privacy_Violation_Activity,Adult_Content,Economic_Harm,Physical_Harm,Illegal_Activity,Tailored_Financial_Advice,Fraud_Deception,harmless
Political_Campaigning,1.0000029802322388,0.9959911108016968,0.997808039188385,0.9968303442001343,0.9973780512809753,0.9983522891998291,0.9988361597061157,0.9964890480041504,0.9974706172943115,-0.9430890083312988,0.9745157957077026,0.9927302598953247
Malware_Viruses,0.9959911108016968,1.0000061988830566,0.9994333386421204,0.999785304069519,0.9997986555099487,0.9981856346130371,0.993599534034729,0.999860942363739,0.9994573593139648,-0.9671217203140259,0.9532614946365356,0.9990202188491821
Hate_Harass_Violence,0.997808039188385,0.9994333386421204,1.0000063180923462,0.9998010993003845,0.9997867345809937,0.9992629289627075,0.9961162805557251,0.9996768236160278,0.9997650980949402,-0.9625102281570435,0.9598193168640137,0.9981837272644043
Child_Abuse,0.9968303442001343,0.999785304069519,0.9998010993003845,1.0000052452087402,0.9998615980148315,0.99863600730896,0.9947106242179871,0.9999061226844788,0.999796986579895,-0.965854287147522,0.9560431241989136,0.9989588260650635
Privacy_Violation_Activity,0.9973780512809753,0.9997986555099487,0.9997867345809937,0.9998615980148315,1.0000061988830566,0.9987538456916809,0.995049238204956,0.9998788833618164,0.9996379017829895,-0.9635633230209351,0.957360029220581,0.9985156655311584
Adult_Content,0.9983522891998291,0.9981856346130371,0.9992629289627075,0.99863600730896,0.9987538456916809,1.0000039339065552,0.9980365037918091,0.9982766509056091,0.9991523623466492,-0.9555975198745728,0.9669581651687622,0.9960024356842041
Economic_Harm,0.9988361597061157,0.993599534034729,0.9961162805557251,0.9947106242179871,0.995049238204956,0.9980365037918091,1.0000029802322388,0.9939306974411011,0.9961085915565491,-0.9378699064254761,0.980154812335968,0.9898853898048401
Physical_Harm,0.9964890480041504,0.999860942363739,0.9996768236160278,0.9999061226844788,0.9998788833618164,0.9982766509056091,0.9939306974411011,1.000006079673767,0.9995313286781311,-0.9664069414138794,0.9539773464202881,0.9990392327308655
Illegal_Activity,0.9974706172943115,0.9994573593139648,0.9997650980949402,0.999796986579895,0.9996379017829895,0.9991523623466492,0.9961085915565491,0.9995313286781311,1.0000054836273193,-0.9627003073692322,0.960491418838501,0.9983597993850708
Tailored_Financial_Advice,-0.9430890083312988,-0.9671217203140259,-0.9625102281570435,-0.965854287147522,-0.9635633230209351,-0.9555975198745728,-0.9378699064254761,-0.9664069414138794,-0.9627003073692322,1.0000026226043701,-0.8538933992385864,-0.9745287299156189
Fraud_Deception,0.9745157957077026,0.9532614946365356,0.9598193168640137,0.9560431241989136,0.957360029220581,0.9669581651687622,0.980154812335968,0.9539773464202881,0.960491418838501,-0.8538933992385864,1.0000004768371582,0.9442875981330872
harmless,0.9927302598953247,0.9990202188491821,0.9981837272644043,0.9989588260650635,0.9985156655311584,0.9960024356842041,0.9898853898048401,0.9990392327308655,0.9983597993850708,-0.9745287299156189,0.9442875981330872,1.0000076293945312
