,Hate_Harass_Violence,Malware_Viruses,Adult_Content,Tailored_Financial_Advice,harmless,Privacy_Violation_Activity,Economic_Harm,Fraud_Deception,Child_Abuse,Political_Campaigning,Physical_Harm,Illegal_Activity
Hate_Harass_Violence,1.0000004768371582,0.8924547433853149,0.942696213722229,0.9076272249221802,0.7442613244056702,0.8987483978271484,0.9330407381057739,0.9306362867355347,0.9430474042892456,0.9582667350769043,0.9471952319145203,0.9380295276641846
Malware_Viruses,0.8924547433853149,1.0000004768371582,0.9060829877853394,0.9091628193855286,0.7184628248214722,0.963435173034668,0.9312779903411865,0.9516046047210693,0.9038097858428955,0.924401044845581,0.9157081842422485,0.9459461569786072
Adult_Content,0.942696213722229,0.9060829877853394,1.0000004768371582,0.9190976619720459,0.7330199480056763,0.9312864542007446,0.9301522970199585,0.9276888370513916,0.9439084529876709,0.9333752393722534,0.965258002281189,0.9439858794212341
Tailored_Financial_Advice,0.9076272249221802,0.9091628193855286,0.9190976619720459,0.9999997615814209,0.7265404462814331,0.9205968379974365,0.9656572937965393,0.9506564140319824,0.9300722479820251,0.9372240900993347,0.916236162185669,0.9424703121185303
harmless,0.7442613244056702,0.7184628248214722,0.7330199480056763,0.7265404462814331,1.0000009536743164,0.7113346457481384,0.7265148162841797,0.7174946069717407,0.7530894875526428,0.7328639626502991,0.7224581241607666,0.7519019246101379
Privacy_Violation_Activity,0.8987483978271484,0.963435173034668,0.9312864542007446,0.9205968379974365,0.7113346457481384,1.0,0.9319738149642944,0.9517054557800293,0.9026470184326172,0.9272323846817017,0.9404031038284302,0.9481186866760254
Economic_Harm,0.9330407381057739,0.9312779903411865,0.9301522970199585,0.9656572937965393,0.7265148162841797,0.9319738149642944,1.0,0.9823322296142578,0.9415595531463623,0.955115556716919,0.9249857068061829,0.961681604385376
Fraud_Deception,0.9306362867355347,0.9516046047210693,0.9276888370513916,0.9506564140319824,0.7174946069717407,0.9517054557800293,0.9823322296142578,1.0000007152557373,0.9343249201774597,0.9541721343994141,0.924883246421814,0.966480553150177
Child_Abuse,0.9430474042892456,0.9038097858428955,0.9439084529876709,0.9300722479820251,0.7530894875526428,0.9026470184326172,0.9415595531463623,0.9343249201774597,1.0000008344650269,0.9426116347312927,0.9245315790176392,0.9556002020835876
Political_Campaigning,0.9582667350769043,0.924401044845581,0.9333752393722534,0.9372240900993347,0.7328639626502991,0.9272323846817017,0.955115556716919,0.9541721343994141,0.9426116347312927,1.0000007152557373,0.9305083155632019,0.9572923183441162
Physical_Harm,0.9471952319145203,0.9157081842422485,0.965258002281189,0.916236162185669,0.7224581241607666,0.9404031038284302,0.9249857068061829,0.924883246421814,0.9245315790176392,0.9305083155632019,1.0000007152557373,0.9423907399177551
Illegal_Activity,0.9380295276641846,0.9459461569786072,0.9439858794212341,0.9424703121185303,0.7519019246101379,0.9481186866760254,0.961681604385376,0.966480553150177,0.9556002020835876,0.9572923183441162,0.9423907399177551,1.000000238418579
