,Political_Campaigning,Malware_Viruses,Child_Abuse,Illegal_Activity,Tailored_Financial_Advice,Adult_Content,harmless,Fraud_Deception,Privacy_Violation_Activity,Economic_Harm,Physical_Harm,Hate_Harass_Violence
Political_Campaigning,1.000028371810913,0.9999169111251831,0.9999645948410034,0.9999955892562866,0.999947190284729,0.9999729990959167,0.9997859597206116,1.0000061988830566,0.9999468922615051,0.9999993443489075,0.9999818205833435,1.0000073909759521
Malware_Viruses,0.9999169111251831,1.0000319480895996,0.9999773502349854,0.9999420642852783,0.9997676610946655,0.9999363422393799,0.9997557997703552,0.9998571872711182,1.0000075101852417,0.9998775720596313,0.9999942779541016,0.9999412298202515
Child_Abuse,0.9999645948410034,0.9999773502349854,1.0000308752059937,1.0000003576278687,0.9997704029083252,0.9999620318412781,0.9997010827064514,0.9999126195907593,1.0000091791152954,0.9999364018440247,1.0000001192092896,0.9999998807907104
Illegal_Activity,0.9999955892562866,0.9999420642852783,1.0000003576278687,1.0000323057174683,0.9998598098754883,1.000007152557373,0.9997777342796326,0.9999874830245972,0.9999634027481079,1.0000053644180298,0.9999779462814331,1.0000261068344116
Tailored_Financial_Advice,0.999947190284729,0.9997676610946655,0.9997704029083252,0.9998598098754883,1.0000312328338623,0.9998522996902466,0.9997773170471191,0.9999617338180542,0.9997631311416626,0.9999281167984009,0.9998588562011719,0.999879777431488
Adult_Content,0.9999729990959167,0.9999363422393799,0.9999620318412781,1.000007152557373,0.9998522996902466,1.0000303983688354,0.9998295307159424,0.9999794960021973,0.9999297857284546,0.9999998211860657,0.9999420642852783,1.000002384185791
harmless,0.9997859597206116,0.9997557997703552,0.9997010827064514,0.9997777342796326,0.9997773170471191,0.9998295307159424,1.0000277757644653,0.9998058080673218,0.9996888041496277,0.9998079538345337,0.9997451901435852,0.9997767210006714
Fraud_Deception,1.0000061988830566,0.9998571872711182,0.9999126195907593,0.9999874830245972,0.9999617338180542,0.9999794960021973,0.9998058080673218,1.0000253915786743,0.9998745918273926,1.0000197887420654,0.9999207258224487,0.9999921321868896
Privacy_Violation_Activity,0.9999468922615051,1.0000075101852417,1.0000091791152954,0.9999634027481079,0.9997631311416626,0.9999297857284546,0.9996888041496277,0.9998745918273926,1.0000312328338623,0.9998902082443237,1.0000091791152954,0.9999670386314392
Economic_Harm,0.9999993443489075,0.9998775720596313,0.9999364018440247,1.0000053644180298,0.9999281167984009,0.9999998211860657,0.9998079538345337,1.0000197887420654,0.9998902082443237,1.0000276565551758,0.9999279379844666,1.0000056028366089
Physical_Harm,0.9999818205833435,0.9999942779541016,1.0000001192092896,0.9999779462814331,0.9998588562011719,0.9999420642852783,0.9997451901435852,0.9999207258224487,1.0000091791152954,0.9999279379844666,1.0000338554382324,0.9999904632568359
Hate_Harass_Violence,1.0000073909759521,0.9999412298202515,0.9999998807907104,1.0000261068344116,0.999879777431488,1.000002384185791,0.9997767210006714,0.9999921321868896,0.9999670386314392,1.0000056028366089,0.9999904632568359,1.0000321865081787
