,Adult_Content,Hate_Harass_Violence,Illegal_Activity,Economic_Harm,Tailored_Financial_Advice,Physical_Harm,Child_Abuse,Privacy_Violation_Activity,Malware_Viruses,Fraud_Deception,harmless,Political_Campaigning
Adult_Content,1.0000516176223755,-0.049547985196113586,0.9553553462028503,0.9456619620323181,-0.6681267023086548,-0.9534613490104675,0.9962654113769531,0.9938834309577942,0.9915670156478882,0.9931690692901611,-0.9771026968955994,0.9971847534179688
Hate_Harass_Violence,-0.049547985196113586,1.0000003576278687,0.13425225019454956,0.16538450121879578,0.5689283013343811,0.32911619544029236,-0.10765693336725235,-0.1422353982925415,-0.15496736764907837,-0.15179343521595,0.19155286252498627,-0.08532392978668213
Illegal_Activity,0.9553553462028503,0.13425225019454956,1.0000191926956177,0.9776614308357239,-0.47005245089530945,-0.847004234790802,0.9472900629043579,0.9350391626358032,0.9358922839164734,0.9340071082115173,-0.8897225856781006,0.9509950876235962
Economic_Harm,0.9456619620323181,0.16538450121879578,0.9776614308357239,1.0000213384628296,-0.41018709540367126,-0.8251551389694214,0.9296854734420776,0.9241328835487366,0.9246942400932312,0.9245842695236206,-0.8701449036598206,0.9447497725486755
Tailored_Financial_Advice,-0.6681267023086548,0.5689283013343811,-0.47005245089530945,-0.41018709540367126,1.0000126361846924,0.8341371417045593,-0.7030222415924072,-0.7110738754272461,-0.7039127945899963,-0.7119059562683105,0.7874543070793152,-0.6712925434112549
Physical_Harm,-0.9534613490104675,0.32911619544029236,-0.847004234790802,-0.8251551389694214,0.8341371417045593,1.00007963180542,-0.9690903425216675,-0.9754488468170166,-0.9742704629898071,-0.9772473573684692,0.9835424423217773,-0.9611310958862305
Child_Abuse,0.9962654113769531,-0.10765693336725235,0.9472900629043579,0.9296854734420776,-0.7030222415924072,-0.9690903425216675,1.0000743865966797,0.9981321096420288,0.9962352514266968,0.9972197413444519,-0.9848279356956482,0.997288703918457
Privacy_Violation_Activity,0.9938834309577942,-0.1422353982925415,0.9350391626358032,0.9241328835487366,-0.7110738754272461,-0.9754488468170166,0.9981321096420288,1.0000840425491333,0.9987960457801819,0.999038577079773,-0.9862672090530396,0.9973105192184448
Malware_Viruses,0.9915670156478882,-0.15496736764907837,0.9358922839164734,0.9246942400932312,-0.7039127945899963,-0.9742704629898071,0.9962352514266968,0.9987960457801819,1.0000756978988647,0.9984179735183716,-0.9820222854614258,0.9956004619598389
Fraud_Deception,0.9931690692901611,-0.15179343521595,0.9340071082115173,0.9245842695236206,-0.7119059562683105,-0.9772473573684692,0.9972197413444519,0.999038577079773,0.9984179735183716,1.00007963180542,-0.984475314617157,0.9973012804985046
harmless,-0.9771026968955994,0.19155286252498627,-0.8897225856781006,-0.8701449036598206,0.7874543070793152,0.9835424423217773,-0.9848279356956482,-0.9862672090530396,-0.9820222854614258,-0.984475314617157,1.0000842809677124,-0.9780941009521484
Political_Campaigning,0.9971847534179688,-0.08532392978668213,0.9509950876235962,0.9447497725486755,-0.6712925434112549,-0.9611310958862305,0.997288703918457,0.9973105192184448,0.9956004619598389,0.9973012804985046,-0.9780941009521484,1.0000557899475098
