,Child_Abuse,Political_Campaigning,Privacy_Violation_Activity,Illegal_Activity,Economic_Harm,Adult_Content,Physical_Harm,Fraud_Deception,Tailored_Financial_Advice,harmless,Hate_Harass_Violence,Malware_Viruses
Child_Abuse,1.0000009536743164,0.9617084860801697,0.9679075479507446,0.9739758372306824,0.9640461206436157,0.9729834794998169,0.9683517217636108,0.9674592614173889,0.9559558629989624,0.9337157607078552,0.9612501263618469,0.9531607031822205
Political_Campaigning,0.9617084860801697,1.0000022649765015,0.9659875631332397,0.970771849155426,0.9679451584815979,0.9481738209724426,0.9673458337783813,0.9694442749023438,0.9616520404815674,0.9316301345825195,0.9684054851531982,0.9566535949707031
Privacy_Violation_Activity,0.9679075479507446,0.9659875631332397,1.0000014305114746,0.9801374673843384,0.9693504571914673,0.9544986486434937,0.9685003161430359,0.9779099225997925,0.9585007429122925,0.9363414645195007,0.9509530067443848,0.9817500114440918
Illegal_Activity,0.9739758372306824,0.970771849155426,0.9801374673843384,1.0000019073486328,0.981768786907196,0.9591668844223022,0.978335976600647,0.9853177666664124,0.972051739692688,0.9387802481651306,0.9576790928840637,0.9756059050559998
Economic_Harm,0.9640461206436157,0.9679451584815979,0.9693504571914673,0.981768786907196,1.0000011920928955,0.952601432800293,0.972549319267273,0.9870172142982483,0.9795385599136353,0.9369706511497498,0.9522824883460999,0.9691579937934875
Adult_Content,0.9729834794998169,0.9481738209724426,0.9544986486434937,0.9591668844223022,0.952601432800293,1.0000016689300537,0.9616296887397766,0.952431321144104,0.9372606873512268,0.9108768701553345,0.9617152214050293,0.9362564086914062
Physical_Harm,0.9683517217636108,0.9673458337783813,0.9685003161430359,0.978335976600647,0.972549319267273,0.9616296887397766,1.000002145767212,0.9678356647491455,0.9578858017921448,0.9346611499786377,0.9663885831832886,0.9636648297309875
Fraud_Deception,0.9674592614173889,0.9694442749023438,0.9779099225997925,0.9853177666664124,0.9870172142982483,0.952431321144104,0.9678356647491455,1.0000025033950806,0.9718626737594604,0.9311467409133911,0.9521311521530151,0.9737061262130737
Tailored_Financial_Advice,0.9559558629989624,0.9616520404815674,0.9585007429122925,0.972051739692688,0.9795385599136353,0.9372606873512268,0.9578858017921448,0.9718626737594604,1.0000019073486328,0.9352726936340332,0.940570592880249,0.9521949291229248
harmless,0.9337157607078552,0.9316301345825195,0.9363414645195007,0.9387802481651306,0.9369706511497498,0.9108768701553345,0.9346611499786377,0.9311467409133911,0.9352726936340332,1.0000017881393433,0.9204854369163513,0.9281415343284607
Hate_Harass_Violence,0.9612501263618469,0.9684054851531982,0.9509530067443848,0.9576790928840637,0.9522824883460999,0.9617152214050293,0.9663885831832886,0.9521311521530151,0.940570592880249,0.9204854369163513,1.000001311302185,0.9377461075782776
Malware_Viruses,0.9531607031822205,0.9566535949707031,0.9817500114440918,0.9756059050559998,0.9691579937934875,0.9362564086914062,0.9636648297309875,0.9737061262130737,0.9521949291229248,0.9281415343284607,0.9377461075782776,1.0000005960464478
