,Adult_Content,Hate_Harass_Violence,Illegal_Activity,Economic_Harm,Tailored_Financial_Advice,Physical_Harm,Child_Abuse,Privacy_Violation_Activity,Malware_Viruses,Fraud_Deception,harmless,Political_Campaigning
Adult_Content,1.0000022649765015,0.84274822473526,0.8411688804626465,0.8428388237953186,0.7722605466842651,0.8746297359466553,0.8480822443962097,0.786323070526123,0.7161028981208801,0.8339551091194153,0.2939533591270447,0.8301035165786743
Hate_Harass_Violence,0.84274822473526,1.0000020265579224,0.8135010004043579,0.8183603286743164,0.7611117959022522,0.8890954256057739,0.8133335709571838,0.7673346400260925,0.7044290900230408,0.8106555342674255,0.33423155546188354,0.8749172687530518
Illegal_Activity,0.8411688804626465,0.8135010004043579,1.000003457069397,0.8633902072906494,0.8272519111633301,0.8774811029434204,0.879655659198761,0.8641672134399414,0.8105838298797607,0.8893682360649109,0.316094309091568,0.8613061308860779
Economic_Harm,0.8428388237953186,0.8183603286743164,0.8633902072906494,1.0000028610229492,0.8901296257972717,0.8594695329666138,0.8042374849319458,0.8432269096374512,0.7991672158241272,0.9496595859527588,0.29802989959716797,0.8765442967414856
Tailored_Financial_Advice,0.7722605466842651,0.7611117959022522,0.8272519111633301,0.8901296257972717,1.0000028610229492,0.8213342428207397,0.7643389105796814,0.834442675113678,0.7718454599380493,0.874472975730896,0.26576411724090576,0.8443694710731506
Physical_Harm,0.8746297359466553,0.8890954256057739,0.8774811029434204,0.8594695329666138,0.8213342428207397,1.0000029802322388,0.8305497169494629,0.8385363817214966,0.7726475596427917,0.861799955368042,0.39130356907844543,0.861594557762146
Child_Abuse,0.8480822443962097,0.8133335709571838,0.879655659198761,0.8042374849319458,0.7643389105796814,0.8305497169494629,1.000003457069397,0.7683271169662476,0.7058111429214478,0.8127588033676147,0.2730289101600647,0.821022629737854
Privacy_Violation_Activity,0.786323070526123,0.7673346400260925,0.8641672134399414,0.8432269096374512,0.834442675113678,0.8385363817214966,0.7683271169662476,1.000002145767212,0.904219388961792,0.8822241425514221,0.29018545150756836,0.8523243069648743
Malware_Viruses,0.7161028981208801,0.7044290900230408,0.8105838298797607,0.7991672158241272,0.7718454599380493,0.7726475596427917,0.7058111429214478,0.904219388961792,1.000002384185791,0.8461123704910278,0.28847357630729675,0.7878262400627136
Fraud_Deception,0.8339551091194153,0.8106555342674255,0.8893682360649109,0.9496595859527588,0.874472975730896,0.861799955368042,0.8127588033676147,0.8822241425514221,0.8461123704910278,1.0000030994415283,0.3036247193813324,0.8819190859794617
harmless,0.2939533591270447,0.33423155546188354,0.316094309091568,0.29802989959716797,0.26576411724090576,0.39130356907844543,0.2730289101600647,0.29018545150756836,0.28847357630729675,0.3036247193813324,1.0000032186508179,0.25725215673446655
Political_Campaigning,0.8301035165786743,0.8749172687530518,0.8613061308860779,0.8765442967414856,0.8443694710731506,0.861594557762146,0.821022629737854,0.8523243069648743,0.7878262400627136,0.8819190859794617,0.25725215673446655,1.0000025033950806
