,Hate_Harass_Violence,Adult_Content,Child_Abuse,Tailored_Financial_Advice,Economic_Harm,Privacy_Violation_Activity,Illegal_Activity,Fraud_Deception,Political_Campaigning,Physical_Harm,Malware_Viruses,harmless
Hate_Harass_Violence,1.0000838041305542,0.9862161874771118,0.9991167783737183,-0.9754714369773865,0.2243519425392151,0.9982252717018127,0.9993582963943481,-0.9140544533729553,0.5901217460632324,0.9986171722412109,0.9976349472999573,0.9923333525657654
Adult_Content,0.9862161874771118,1.0000450611114502,0.9807913899421692,-0.9331345558166504,0.3630661964416504,0.984702467918396,0.9881109595298767,-0.843490481376648,0.6858641505241394,0.9785423874855042,0.9782679080963135,0.9642432332038879
Child_Abuse,0.9991167783737183,0.9807913899421692,1.0000951290130615,-0.9816792607307434,0.19273285567760468,0.9984921216964722,0.9988552331924438,-0.9267255663871765,0.5649769306182861,0.999761700630188,0.9991989731788635,0.9957963228225708
Tailored_Financial_Advice,-0.9754714369773865,-0.9331345558166504,-0.9816792607307434,1.000091314315796,-0.016968771815299988,-0.9720416069030762,-0.9733259677886963,0.978472888469696,-0.40006983280181885,-0.9817917346954346,-0.981295645236969,-0.9898563027381897
Economic_Harm,0.2243519425392151,0.3630661964416504,0.19273285567760468,-0.016968771815299988,1.0000016689300537,0.2268911600112915,0.2369491159915924,0.18383324146270752,0.863610565662384,0.18470625579357147,0.1860627382993698,0.1284990757703781
Privacy_Violation_Activity,0.9982252717018127,0.984702467918396,0.9984921216964722,-0.9720416069030762,0.2268911600112915,1.0000826120376587,0.9988452792167664,-0.9111732840538025,0.597697913646698,0.9985391497612,0.9988096952438354,0.9922232031822205
Illegal_Activity,0.9993582963943481,0.9881109595298767,0.9988552331924438,-0.9733259677886963,0.2369491159915924,0.9988452792167664,1.0000826120376587,-0.9094491004943848,0.59652179479599,0.9980621933937073,0.9977602958679199,0.9921018481254578
Fraud_Deception,-0.9140544533729553,-0.843490481376648,-0.9267255663871765,0.978472888469696,0.18383324146270752,-0.9111732840538025,-0.9094491004943848,1.0000393390655518,-0.2220088094472885,-0.929250180721283,-0.9284395575523376,-0.9481022357940674
Political_Campaigning,0.5901217460632324,0.6858641505241394,0.5649769306182861,-0.40006983280181885,0.863610565662384,0.597697913646698,0.59652179479599,-0.2220088094472885,1.0000032186508179,0.5615345239639282,0.5598818063735962,0.5071678757667542
Physical_Harm,0.9986171722412109,0.9785423874855042,0.999761700630188,-0.9817917346954346,0.18470625579357147,0.9985391497612,0.9980621933937073,-0.929250180721283,0.5615345239639282,1.0000941753387451,0.9994540810585022,0.9960646629333496
Malware_Viruses,0.9976349472999573,0.9782679080963135,0.9991989731788635,-0.981295645236969,0.1860627382993698,0.9988096952438354,0.9977602958679199,-0.9284395575523376,0.5598818063735962,0.9994540810585022,1.0000925064086914,0.9961936473846436
harmless,0.9923333525657654,0.9642432332038879,0.9957963228225708,-0.9898563027381897,0.1284990757703781,0.9922232031822205,0.9921018481254578,-0.9481022357940674,0.5071678757667542,0.9960646629333496,0.9961936473846436,1.000083565711975
