,Hate_Harass_Violence,Malware_Viruses,Adult_Content,Tailored_Financial_Advice,harmless,Privacy_Violation_Activity,Economic_Harm,Fraud_Deception,Child_Abuse,Political_Campaigning,Physical_Harm,Illegal_Activity
Hate_Harass_Violence,0.9999997019767761,-0.2255164086818695,-0.023396966978907585,0.7576355338096619,0.5093221664428711,-0.24496588110923767,0.6885340213775635,-0.21514543890953064,-0.07243289053440094,0.02239428646862507,0.8243412971496582,-0.08029600977897644
Malware_Viruses,-0.2255164086818695,1.0000004768371582,0.9450714588165283,0.2702794373035431,-0.7668687701225281,0.9895209670066833,0.44645896553993225,0.9744651317596436,0.9576160907745361,0.9484723806381226,-0.6802397966384888,0.9623047113418579
Adult_Content,-0.023396966978907585,0.9450714588165283,1.0000007152557373,0.3907749652862549,-0.6537433862686157,0.9375020861625671,0.5812036395072937,0.9416348934173584,0.9712563157081604,0.9549405574798584,-0.5290488004684448,0.9619293212890625
Tailored_Financial_Advice,0.7576355338096619,0.2702794373035431,0.3907749652862549,0.9999998211860657,0.1174229308962822,0.2632773518562317,0.897997260093689,0.2721249759197235,0.3767065405845642,0.48419487476348877,0.4563016891479492,0.37934088706970215
harmless,0.5093221664428711,-0.7668687701225281,-0.6537433862686157,0.1174229308962822,1.0000032186508179,-0.7940382361412048,-0.02043476514518261,-0.7532383799552917,-0.6930961608886719,-0.6566264629364014,0.7926854491233826,-0.709419846534729
Privacy_Violation_Activity,-0.24496588110923767,0.9895209670066833,0.9375020861625671,0.2632773518562317,-0.7940382361412048,1.0000011920928955,0.42364734411239624,0.9784625768661499,0.9594916105270386,0.952526867389679,-0.6967646479606628,0.9589885473251343
Economic_Harm,0.6885340213775635,0.44645896553993225,0.5812036395072937,0.897997260093689,-0.02043476514518261,0.42364734411239624,1.000000238418579,0.4593818783760071,0.5397896766662598,0.6469257473945618,0.28207457065582275,0.5545609593391418
Fraud_Deception,-0.21514543890953064,0.9744651317596436,0.9416348934173584,0.2721249759197235,-0.7532383799552917,0.9784625768661499,0.4593818783760071,0.9999999403953552,0.9521744847297668,0.9542961120605469,-0.6860319972038269,0.9510830044746399
Child_Abuse,-0.07243289053440094,0.9576160907745361,0.9712563157081604,0.3767065405845642,-0.6930961608886719,0.9594916105270386,0.5397896766662598,0.9521744847297668,1.0000005960464478,0.9586272239685059,-0.5671899318695068,0.9804700613021851
Political_Campaigning,0.02239428646862507,0.9484723806381226,0.9549405574798584,0.48419487476348877,-0.6566264629364014,0.952526867389679,0.6469257473945618,0.9542961120605469,0.9586272239685059,1.0000007152557373,-0.49402233958244324,0.9561539888381958
Physical_Harm,0.8243412971496582,-0.6802397966384888,-0.5290488004684448,0.4563016891479492,0.7926854491233826,-0.6967646479606628,0.28207457065582275,-0.6860319972038269,-0.5671899318695068,-0.49402233958244324,1.0000001192092896,-0.5654846429824829
Illegal_Activity,-0.08029600977897644,0.9623047113418579,0.9619293212890625,0.37934088706970215,-0.709419846534729,0.9589885473251343,0.5545609593391418,0.9510830044746399,0.9804700613021851,0.9561539888381958,-0.5654846429824829,1.0
