,Economic_Harm,harmless,Tailored_Financial_Advice,Adult_Content,Fraud_Deception,Hate_Harass_Violence,Illegal_Activity,Physical_Harm,Privacy_Violation_Activity,Malware_Viruses,Child_Abuse,Political_Campaigning
Economic_Harm,1.0000003576278687,0.33276230096817017,0.7396337985992432,0.8272878527641296,0.8616443276405334,0.7141016721725464,0.8338271975517273,0.8647979497909546,0.4852195680141449,0.8593141436576843,0.8184986710548401,0.9217714071273804
harmless,0.33276230096817017,1.000004768371582,0.8338724374771118,0.31837427616119385,-0.09329691529273987,0.8133375644683838,0.6951898336410522,0.41703152656555176,-0.5353695154190063,0.34164541959762573,0.4164326786994934,0.3663600981235504
Tailored_Financial_Advice,0.7396337985992432,0.8338724374771118,1.000000238418579,0.6497373580932617,0.3688317537307739,0.9347145557403564,0.9157583117485046,0.7480396032333374,-0.11872430145740509,0.6621264219284058,0.7219780683517456,0.7396737933158875
Adult_Content,0.8272878527641296,0.31837427616119385,0.6497373580932617,1.0,0.7235404849052429,0.7128329873085022,0.7975198030471802,0.8862743973731995,0.42818784713745117,0.7591697573661804,0.8759452104568481,0.8141533136367798
Fraud_Deception,0.8616443276405334,-0.09329691529273987,0.3688317537307739,0.7235404849052429,0.9999998807907104,0.37110909819602966,0.5558932423591614,0.7053625583648682,0.7863826155662537,0.7859107255935669,0.6766576766967773,0.8105484843254089
Hate_Harass_Violence,0.7141016721725464,0.8133375644683838,0.9347145557403564,0.7128329873085022,0.37110909819602966,1.0000001192092896,0.9133244752883911,0.8049417734146118,-0.10218854993581772,0.6722797155380249,0.773349940776825,0.7636438012123108
Illegal_Activity,0.8338271975517273,0.6951898336410522,0.9157583117485046,0.7975198030471802,0.5558932423591614,0.9133244752883911,1.0000001192092896,0.8797181248664856,0.11937673389911652,0.7855592370033264,0.8425171375274658,0.8295168280601501
Physical_Harm,0.8647979497909546,0.41703152656555176,0.7480396032333374,0.8862743973731995,0.7053625583648682,0.8049417734146118,0.8797181248664856,1.0000001192092896,0.38634201884269714,0.8020199537277222,0.8834627866744995,0.8759899139404297
Privacy_Violation_Activity,0.4852195680141449,-0.5353695154190063,-0.11872430145740509,0.42818784713745117,0.7863826155662537,-0.10218854993581772,0.11937673389911652,0.38634201884269714,1.0,0.505549967288971,0.3490085303783417,0.486638605594635
Malware_Viruses,0.8593141436576843,0.34164541959762573,0.6621264219284058,0.7591697573661804,0.7859107255935669,0.6722797155380249,0.7855592370033264,0.8020199537277222,0.505549967288971,1.0000001192092896,0.7499078512191772,0.8623070120811462
Child_Abuse,0.8184986710548401,0.4164326786994934,0.7219780683517456,0.8759452104568481,0.6766576766967773,0.773349940776825,0.8425171375274658,0.8834627866744995,0.3490085303783417,0.7499078512191772,0.9999999403953552,0.8238919377326965
Political_Campaigning,0.9217714071273804,0.3663600981235504,0.7396737933158875,0.8141533136367798,0.8105484843254089,0.7636438012123108,0.8295168280601501,0.8759899139404297,0.486638605594635,0.8623070120811462,0.8238919377326965,0.9999996423721313
