,Tailored_Financial_Advice,Privacy_Violation_Activity,Economic_Harm,Child_Abuse,Illegal_Activity,Physical_Harm,Adult_Content,Political_Campaigning,Malware_Viruses,Fraud_Deception,harmless,Hate_Harass_Violence
Tailored_Financial_Advice,1.0000113248825073,-0.8386033177375793,0.95439612865448,0.9352620840072632,0.991564154624939,0.9291608333587646,0.9315214157104492,0.9417957067489624,0.9120767116546631,0.036367423832416534,0.9328291416168213,0.9934552907943726
Privacy_Violation_Activity,-0.8386033177375793,1.0000050067901611,-0.6586775779724121,-0.625709056854248,-0.7837537527084351,-0.6715410947799683,-0.629439651966095,-0.6331031322479248,-0.572428822517395,0.45308825373649597,-0.8585448265075684,-0.8340632915496826
Economic_Harm,0.95439612865448,-0.6586775779724121,1.0000042915344238,0.9721472263336182,0.969988226890564,0.9577035903930664,0.9732508659362793,0.9791247844696045,0.9638369083404541,0.25577348470687866,0.8536468744277954,0.9531015157699585
Child_Abuse,0.9352620840072632,-0.625709056854248,0.9721472263336182,1.000004768371582,0.9618902802467346,0.9335272908210754,0.9763595461845398,0.9739848971366882,0.9579814672470093,0.3065606653690338,0.837929368019104,0.9365444779396057
Illegal_Activity,0.991564154624939,-0.7837537527084351,0.969988226890564,0.9618902802467346,1.0000078678131104,0.9482768774032593,0.9550179243087769,0.9632002115249634,0.9422972202301025,0.11760013550519943,0.921613335609436,0.9903334379196167
Physical_Harm,0.9291608333587646,-0.6715410947799683,0.9577035903930664,0.9335272908210754,0.9482768774032593,1.000002145767212,0.9410437345504761,0.9358506202697754,0.9227892160415649,0.1338711977005005,0.854620099067688,0.947789192199707
Adult_Content,0.9315214157104492,-0.629439651966095,0.9732508659362793,0.9763595461845398,0.9550179243087769,0.9410437345504761,1.0000033378601074,0.9720433950424194,0.9546281099319458,0.2821117043495178,0.8302843570709229,0.9385386109352112
Political_Campaigning,0.9417957067489624,-0.6331031322479248,0.9791247844696045,0.9739848971366882,0.9632002115249634,0.9358506202697754,0.9720433950424194,1.0000028610229492,0.9647234082221985,0.308551549911499,0.8393237590789795,0.9439763426780701
Malware_Viruses,0.9120767116546631,-0.572428822517395,0.9638369083404541,0.9579814672470093,0.9422972202301025,0.9227892160415649,0.9546281099319458,0.9647234082221985,1.0000011920928955,0.3392784595489502,0.808212161064148,0.9110022187232971
Fraud_Deception,0.036367423832416534,0.45308825373649597,0.25577348470687866,0.3065606653690338,0.11760013550519943,0.1338711977005005,0.2821117043495178,0.308551549911499,0.3392784595489502,1.000000238418579,-0.08673885464668274,0.02250073477625847
harmless,0.9328291416168213,-0.8585448265075684,0.8536468744277954,0.837929368019104,0.921613335609436,0.854620099067688,0.8302843570709229,0.8393237590789795,0.808212161064148,-0.08673885464668274,1.0000147819519043,0.9344356060028076
Hate_Harass_Violence,0.9934552907943726,-0.8340632915496826,0.9531015157699585,0.9365444779396057,0.9903334379196167,0.947789192199707,0.9385386109352112,0.9439763426780701,0.9110022187232971,0.02250073477625847,0.9344356060028076,1.0000114440917969
