,Hate_Harass_Violence,Malware_Viruses,Adult_Content,Tailored_Financial_Advice,harmless,Privacy_Violation_Activity,Economic_Harm,Fraud_Deception,Child_Abuse,Political_Campaigning,Physical_Harm,Illegal_Activity
Hate_Harass_Violence,1.0000004768371582,-0.08660812675952911,0.10270221531391144,0.7876100540161133,0.3706800639629364,-0.07827627658843994,0.8051292896270752,-0.07775285840034485,0.08991391956806183,0.20940843224525452,0.8684049844741821,0.13326622545719147
Malware_Viruses,-0.08660812675952911,1.000002145767212,0.9443119764328003,0.4320821166038513,-0.7813717722892761,0.9867275953292847,0.4229046702384949,0.9553601145744324,0.9480486512184143,0.9200096130371094,-0.47915035486221313,0.925560712814331
Adult_Content,0.10270221531391144,0.9443119764328003,1.0000019073486328,0.5056860446929932,-0.696258008480072,0.9402280449867249,0.601610004901886,0.9574618339538574,0.9427134990692139,0.9620758295059204,-0.3551471531391144,0.9362584352493286
Tailored_Financial_Advice,0.7876100540161133,0.4320821166038513,0.5056860446929932,1.0000009536743164,-0.062110260128974915,0.44848108291625977,0.8730838298797607,0.3851100206375122,0.5452628135681152,0.6304191946983337,0.5521475076675415,0.5462310314178467
harmless,0.3706800639629364,-0.7813717722892761,-0.696258008480072,-0.062110260128974915,1.0000085830688477,-0.7813140749931335,-0.04630979523062706,-0.7354557514190674,-0.7039241790771484,-0.6338726282119751,0.6519984602928162,-0.6665336489677429
Privacy_Violation_Activity,-0.07827627658843994,0.9867275953292847,0.9402280449867249,0.44848108291625977,-0.7813140749931335,1.0000028610229492,0.43213507533073425,0.9691736698150635,0.9630114436149597,0.940017580986023,-0.4822734296321869,0.9300787448883057
Economic_Harm,0.8051292896270752,0.4229046702384949,0.601610004901886,0.8730838298797607,-0.04630979523062706,0.43213507533073425,1.000000238418579,0.46581995487213135,0.5553199052810669,0.6940097808837891,0.4692686200141907,0.5878475904464722
Fraud_Deception,-0.07775285840034485,0.9553601145744324,0.9574618339538574,0.3851100206375122,-0.7354557514190674,0.9691736698150635,0.46581995487213135,1.0000038146972656,0.9462233185768127,0.9467768669128418,-0.516291618347168,0.9257609844207764
Child_Abuse,0.08991391956806183,0.9480486512184143,0.9427134990692139,0.5452628135681152,-0.7039241790771484,0.9630114436149597,0.5553199052810669,0.9462233185768127,1.0000019073486328,0.9556560516357422,-0.3458687663078308,0.9876830577850342
Political_Campaigning,0.20940843224525452,0.9200096130371094,0.9620758295059204,0.6304191946983337,-0.6338726282119751,0.940017580986023,0.6940097808837891,0.9467768669128418,0.9556560516357422,1.0000019073486328,-0.24531209468841553,0.939470648765564
Physical_Harm,0.8684049844741821,-0.47915035486221313,-0.3551471531391144,0.5521475076675415,0.6519984602928162,-0.4822734296321869,0.4692686200141907,-0.516291618347168,-0.3458687663078308,-0.24531209468841553,1.000004529953003,-0.30844756960868835
Illegal_Activity,0.13326622545719147,0.925560712814331,0.9362584352493286,0.5462310314178467,-0.6665336489677429,0.9300787448883057,0.5878475904464722,0.9257609844207764,0.9876830577850342,0.939470648765564,-0.30844756960868835,1.0000009536743164
