,Political_Campaigning,Malware_Viruses,Child_Abuse,Illegal_Activity,Tailored_Financial_Advice,Adult_Content,harmless,Fraud_Deception,Privacy_Violation_Activity,Economic_Harm,Physical_Harm,Hate_Harass_Violence
Political_Campaigning,1.000004768371582,0.8515790104866028,0.8605517745018005,0.8765339255332947,-0.7212720513343811,0.9026647806167603,0.8143509030342102,-0.3646770119667053,0.8599298596382141,0.9788099527359009,0.858256459236145,0.8782075047492981
Malware_Viruses,0.8515790104866028,1.000024437904358,0.999264121055603,0.9973366260528564,-0.9743126630783081,0.9891315698623657,0.9960438013076782,-0.7929100394248962,0.999691367149353,0.837792694568634,0.9994746446609497,0.9973410964012146
Child_Abuse,0.8605517745018005,0.999264121055603,1.000022053718567,0.9989591240882874,-0.9721800088882446,0.9914233684539795,0.9954019784927368,-0.7818963527679443,0.9997131824493408,0.8487696647644043,0.9995681643486023,0.9989644885063171
Illegal_Activity,0.8765339255332947,0.9973366260528564,0.9989591240882874,1.0000197887420654,-0.9635168313980103,0.9953458905220032,0.991858184337616,-0.7569720149040222,0.9982649683952332,0.86960768699646,0.9981340765953064,0.999821662902832
Tailored_Financial_Advice,-0.7212720513343811,-0.9743126630783081,-0.9721800088882446,-0.9635168313980103,1.0000170469284058,-0.9425168037414551,-0.9857314229011536,0.8982306718826294,-0.9718335866928101,-0.7138201594352722,-0.9715831279754639,-0.962723970413208
Adult_Content,0.9026647806167603,0.9891315698623657,0.9914233684539795,0.9953458905220032,-0.9425168037414551,1.0000109672546387,0.9779407978057861,-0.7071132659912109,0.9904783964157104,0.902092695236206,0.9894734621047974,0.9950615167617798
harmless,0.8143509030342102,0.9960438013076782,0.9954019784927368,0.991858184337616,-0.9857314229011536,0.9779407978057861,1.0000277757644653,-0.8289821147918701,0.9952112436294556,0.8041265606880188,0.9960286617279053,0.9918938875198364
Fraud_Deception,-0.3646770119667053,-0.7929100394248962,-0.7818963527679443,-0.7569720149040222,0.8982306718826294,-0.7071132659912109,-0.8289821147918701,1.0000035762786865,-0.7842411994934082,-0.33918678760528564,-0.7861327528953552,-0.7563944458961487
Privacy_Violation_Activity,0.8599298596382141,0.999691367149353,0.9997131824493408,0.9982649683952332,-0.9718335866928101,0.9904783964157104,0.9952112436294556,-0.7842411994934082,1.000022292137146,0.8450934886932373,0.9996910095214844,0.998355507850647
Economic_Harm,0.9788099527359009,0.837792694568634,0.8487696647644043,0.86960768699646,-0.7138201594352722,0.902092695236206,0.8041265606880188,-0.33918678760528564,0.8450934886932373,1.0000035762786865,0.8435680866241455,0.8695281147956848
Physical_Harm,0.858256459236145,0.9994746446609497,0.9995681643486023,0.9981340765953064,-0.9715831279754639,0.9894734621047974,0.9960286617279053,-0.7861327528953552,0.9996910095214844,0.8435680866241455,1.0000214576721191,0.9984132051467896
Hate_Harass_Violence,0.8782075047492981,0.9973410964012146,0.9989644885063171,0.999821662902832,-0.962723970413208,0.9950615167617798,0.9918938875198364,-0.7563944458961487,0.998355507850647,0.8695281147956848,0.9984132051467896,1.0000195503234863
