,Hate_Harass_Violence,Adult_Content,Child_Abuse,Tailored_Financial_Advice,Economic_Harm,Privacy_Violation_Activity,Illegal_Activity,Fraud_Deception,Political_Campaigning,Physical_Harm,Malware_Viruses,harmless
Hate_Harass_Violence,1.0000910758972168,1.0000537633895874,1.0000673532485962,0.9998450875282288,1.0000215768814087,1.0000481605529785,1.0000760555267334,0.9999803304672241,1.0000267028808594,1.0000536441802979,1.0000261068344116,0.9999171495437622
Adult_Content,1.0000537633895874,1.0000860691070557,1.0000163316726685,0.9999204874038696,1.0000602006912231,1.0000343322753906,1.000070571899414,1.0000346899032593,1.0000433921813965,0.9999890327453613,0.9999966621398926,0.9999340176582336
Child_Abuse,1.0000673532485962,1.0000163316726685,1.0000897645950317,0.9997621178627014,0.9999655485153198,1.0000489950180054,1.000061273574829,0.9999153017997742,0.9999815821647644,1.0000708103179932,1.0000402927398682,0.9998427033424377
Tailored_Financial_Advice,0.9998450875282288,0.9999204874038696,0.9997621178627014,1.0000909566879272,1.0000015497207642,0.9999093413352966,0.9998851418495178,1.0000388622283936,1.0000190734863281,0.9997765421867371,0.9998166561126709,0.9998640418052673
Economic_Harm,1.0000215768814087,1.0000602006912231,0.9999655485153198,1.0000015497207642,1.000087857246399,1.0000207424163818,1.0000500679016113,1.0000766515731812,1.0000672340393066,0.9999434947967529,0.9999644756317139,0.9999430775642395
Privacy_Violation_Activity,1.0000481605529785,1.0000343322753906,1.0000489950180054,0.9999093413352966,1.0000207424163818,1.000093698501587,1.0000638961791992,0.9999963641166687,1.0000452995300293,1.0000547170639038,1.0000704526901245,0.9998953342437744
Illegal_Activity,1.0000760555267334,1.000070571899414,1.000061273574829,0.9998851418495178,1.0000500679016113,1.0000638961791992,1.0000922679901123,1.000014066696167,1.0000431537628174,1.0000373125076294,1.0000343322753906,0.9999176859855652
Fraud_Deception,0.9999803304672241,1.0000346899032593,0.9999153017997742,1.0000388622283936,1.0000766515731812,0.9999963641166687,1.000014066696167,1.000085711479187,1.000068187713623,0.999894917011261,0.9999237060546875,0.9999219179153442
Political_Campaigning,1.0000267028808594,1.0000433921813965,0.9999815821647644,1.0000190734863281,1.0000672340393066,1.0000452995300293,1.0000431537628174,1.000068187713623,1.0000871419906616,0.9999755620956421,0.999981164932251,0.9999256134033203
Physical_Harm,1.0000536441802979,0.9999890327453613,1.0000708103179932,0.9997765421867371,0.9999434947967529,1.0000547170639038,1.0000373125076294,0.999894917011261,0.9999755620956421,1.0000901222229004,1.000053882598877,0.9998488426208496
Malware_Viruses,1.0000261068344116,0.9999966621398926,1.0000402927398682,0.9998166561126709,0.9999644756317139,1.0000704526901245,1.0000343322753906,0.9999237060546875,0.999981164932251,1.000053882598877,1.0000921487808228,0.9998717308044434
harmless,0.9999171495437622,0.9999340176582336,0.9998427033424377,0.9998640418052673,0.9999430775642395,0.9998953342437744,0.9999176859855652,0.9999219179153442,0.9999256134033203,0.9998488426208496,0.9998717308044434,1.000083565711975
