,Privacy_Violation_Activity,Physical_Harm,Child_Abuse,Fraud_Deception,Economic_Harm,Tailored_Financial_Advice,Hate_Harass_Violence,Political_Campaigning,harmless,Malware_Viruses,Illegal_Activity,Adult_Content
Privacy_Violation_Activity,1.0000025033950806,0.9954215288162231,0.9998709559440613,0.9998819828033447,0.9994911551475525,0.9991123080253601,0.9987460374832153,0.9998958110809326,0.9990382790565491,0.9999499917030334,0.9995263814926147,0.9997454285621643
Physical_Harm,0.9954215288162231,1.0000016689300537,0.9962484240531921,0.9943491220474243,0.9977865219116211,0.9983072280883789,0.9987583756446838,0.996253252029419,0.9978964328765869,0.9950767159461975,0.9976363182067871,0.9968826174736023
Child_Abuse,0.9998709559440613,0.9962484240531921,1.0000038146972656,0.999701976776123,0.9997159242630005,0.9994154572486877,0.9992097616195679,0.9999425411224365,0.9993298053741455,0.9997829794883728,0.9998010993003845,0.999922513961792
Fraud_Deception,0.9998819828033447,0.9943491220474243,0.999701976776123,1.0000039339065552,0.9991540312767029,0.9987086057662964,0.9982013702392578,0.999777615070343,0.998553991317749,0.9999023079872131,0.9992020726203918,0.9995271563529968
Economic_Harm,0.9994911551475525,0.9977865219116211,0.9997159242630005,0.9991540312767029,1.0000028610229492,0.9998778104782104,0.9997668862342834,0.9997711777687073,0.9995889067649841,0.9993345737457275,0.9999204277992249,0.9998649954795837
Tailored_Financial_Advice,0.9991123080253601,0.9983072280883789,0.9994154572486877,0.9987086057662964,0.9998778104782104,1.0000027418136597,0.9997526407241821,0.9994985461235046,0.9995458722114563,0.9989773035049438,0.999792218208313,0.9996371269226074
Hate_Harass_Violence,0.9987460374832153,0.9987583756446838,0.9992097616195679,0.9982013702392578,0.9997668862342834,0.9997526407241821,1.0000033378601074,0.9992067217826843,0.9995453357696533,0.9985044002532959,0.9996980428695679,0.9994971752166748
Political_Campaigning,0.9998958110809326,0.996253252029419,0.9999425411224365,0.999777615070343,0.9997711777687073,0.9994985461235046,0.9992067217826843,1.0000033378601074,0.9992783665657043,0.9998157024383545,0.999760627746582,0.9999271035194397
harmless,0.9990382790565491,0.9978964328765869,0.9993298053741455,0.998553991317749,0.9995889067649841,0.9995458722114563,0.9995453357696533,0.9992783665657043,1.0000027418136597,0.9989132285118103,0.999657928943634,0.9994788765907288
Malware_Viruses,0.9999499917030334,0.9950767159461975,0.9997829794883728,0.9999023079872131,0.9993345737457275,0.9989773035049438,0.9985044002532959,0.9998157024383545,0.9989132285118103,1.0000011920928955,0.9994125962257385,0.9996399879455566
Illegal_Activity,0.9995263814926147,0.9976363182067871,0.9998010993003845,0.9992020726203918,0.9999204277992249,0.999792218208313,0.9996980428695679,0.999760627746582,0.999657928943634,0.9994125962257385,1.000003457069397,0.9998673796653748
Adult_Content,0.9997454285621643,0.9968826174736023,0.999922513961792,0.9995271563529968,0.9998649954795837,0.9996371269226074,0.9994971752166748,0.9999271035194397,0.9994788765907288,0.9996399879455566,0.9998673796653748,1.0000025033950806
