,Political_Campaigning,Malware_Viruses,Privacy_Violation_Activity,Child_Abuse,Physical_Harm,Hate_Harass_Violence,Fraud_Deception,Tailored_Financial_Advice,Illegal_Activity,harmless,Economic_Harm,Adult_Content
Political_Campaigning,1.0000642538070679,0.9999438524246216,1.0000507831573486,0.9999428987503052,0.9998968839645386,0.9997954964637756,1.0000433921813965,1.000023365020752,1.0000019073486328,0.9999973177909851,0.9999450445175171,1.000047206878662
Malware_Viruses,0.9999438524246216,1.0000630617141724,0.9999877214431763,0.9996118545532227,0.9995267391204834,0.9993454813957214,1.0000109672546387,0.9997977018356323,0.9997437000274658,0.9999162554740906,0.9996135830879211,0.9999772906303406
Privacy_Violation_Activity,1.0000507831573486,0.9999877214431763,1.0000637769699097,0.9998946189880371,0.999840259552002,0.9997183084487915,1.000054955482483,0.9999942779541016,0.9999698400497437,0.9999980926513672,0.9998956322669983,1.00005042552948
Child_Abuse,0.9999428987503052,0.9996118545532227,0.9998946189880371,1.0000625848770142,1.0000500679016113,1.0000191926956177,0.9998490810394287,1.000025987625122,1.0000444650650024,0.9998562932014465,1.0000536441802979,0.9998956918716431
Physical_Harm,0.9998968839645386,0.9995267391204834,0.999840259552002,1.0000500679016113,1.0000640153884888,1.0000412464141846,0.9997870326042175,1.000003457069397,1.0000280141830444,0.9998147487640381,1.000050663948059,0.9998418688774109
Hate_Harass_Violence,0.9997954964637756,0.9993454813957214,0.9997183084487915,1.0000191926956177,1.0000412464141846,1.0000605583190918,0.9996561408042908,0.999931812286377,0.9999698400497437,0.999687671661377,1.0000189542770386,0.9997241497039795
Fraud_Deception,1.0000433921813965,1.0000109672546387,1.000054955482483,0.9998490810394287,0.9997870326042175,0.9996561408042908,1.0000641345977783,0.9999665021896362,0.9999348521232605,0.9999861121177673,0.9998531937599182,1.0000495910644531
Tailored_Financial_Advice,1.000023365020752,0.9997977018356323,0.9999942779541016,1.000025987625122,1.000003457069397,0.999931812286377,0.9999665021896362,1.0000652074813843,1.0000522136688232,0.9999638795852661,1.0000308752059937,0.9999887943267822
Illegal_Activity,1.0000019073486328,0.9997437000274658,0.9999698400497437,1.0000444650650024,1.0000280141830444,0.9999698400497437,0.9999348521232605,1.0000522136688232,1.0000642538070679,0.999938428401947,1.0000466108322144,0.999964714050293
harmless,0.9999973177909851,0.9999162554740906,0.9999980926513672,0.9998562932014465,0.9998147487640381,0.999687671661377,0.9999861121177673,0.9999638795852661,0.999938428401947,1.000067114830017,0.9998612403869629,0.9999913573265076
Economic_Harm,0.9999450445175171,0.9996135830879211,0.9998956322669983,1.0000536441802979,1.000050663948059,1.0000189542770386,0.9998531937599182,1.0000308752059937,1.0000466108322144,0.9998612403869629,1.0000635385513306,0.9998928308486938
Adult_Content,1.000047206878662,0.9999772906303406,1.00005042552948,0.9998956918716431,0.9998418688774109,0.9997241497039795,1.0000495910644531,0.9999887943267822,0.999964714050293,0.9999913573265076,0.9998928308486938,1.0000636577606201
