,Economic_Harm,harmless,Tailored_Financial_Advice,Adult_Content,Fraud_Deception,Hate_Harass_Violence,Illegal_Activity,Physical_Harm,Privacy_Violation_Activity,Malware_Viruses,Child_Abuse,Political_Campaigning
Economic_Harm,1.000000238418579,0.9515327215194702,0.9829502701759338,0.9617738127708435,0.9897505044937134,0.9609373211860657,0.9848837852478027,0.9780413508415222,0.9755964279174805,0.9737511873245239,0.971279501914978,0.9748716354370117
harmless,0.9515327215194702,1.0000009536743164,0.9485275745391846,0.9317367076873779,0.9465394020080566,0.939651370048523,0.9531658291816711,0.9522200226783752,0.9511181116104126,0.9419460892677307,0.9513934850692749,0.9477401971817017
Tailored_Financial_Advice,0.9829502701759338,0.9485275745391846,1.0000019073486328,0.9481015801429749,0.9762610197067261,0.9503507018089294,0.975651741027832,0.9651248455047607,0.963830292224884,0.956462562084198,0.9637207984924316,0.9685616493225098
Adult_Content,0.9617738127708435,0.9317367076873779,0.9481015801429749,1.000001311302185,0.9614715576171875,0.9701381325721741,0.9662889242172241,0.9703850746154785,0.9614559412002563,0.946549117565155,0.9778231978416443,0.9595057964324951
Fraud_Deception,0.9897505044937134,0.9465394020080566,0.9762610197067261,0.9614715576171875,1.000001072883606,0.9609454870223999,0.9885051250457764,0.9753981828689575,0.9827208518981934,0.9775753617286682,0.9740591645240784,0.9762945175170898
Hate_Harass_Violence,0.9609373211860657,0.939651370048523,0.9503507018089294,0.9701381325721741,0.9609454870223999,1.0000014305114746,0.9655037522315979,0.9729585647583008,0.9585297107696533,0.9459258317947388,0.9703259468078613,0.9749653339385986
Illegal_Activity,0.9848837852478027,0.9531658291816711,0.975651741027832,0.9662889242172241,0.9885051250457764,0.9655037522315979,1.0000001192092896,0.9829375743865967,0.9839044809341431,0.9784997701644897,0.9793981313705444,0.9765101075172424
Physical_Harm,0.9780413508415222,0.9522200226783752,0.9651248455047607,0.9703850746154785,0.9753981828689575,0.9729585647583008,0.9829375743865967,1.0000005960464478,0.9759470820426941,0.9699304103851318,0.9767041206359863,0.9740757346153259
Privacy_Violation_Activity,0.9755964279174805,0.9511181116104126,0.963830292224884,0.9614559412002563,0.9827208518981934,0.9585297107696533,0.9839044809341431,0.9759470820426941,1.0000016689300537,0.9854050874710083,0.9735181331634521,0.9724414348602295
Malware_Viruses,0.9737511873245239,0.9419460892677307,0.956462562084198,0.946549117565155,0.9775753617286682,0.9459258317947388,0.9784997701644897,0.9699304103851318,0.9854050874710083,1.0000007152557373,0.9606071710586548,0.9622839689254761
Child_Abuse,0.971279501914978,0.9513934850692749,0.9637207984924316,0.9778231978416443,0.9740591645240784,0.9703259468078613,0.9793981313705444,0.9767041206359863,0.9735181331634521,0.9606071710586548,1.000002384185791,0.9718104600906372
Political_Campaigning,0.9748716354370117,0.9477401971817017,0.9685616493225098,0.9595057964324951,0.9762945175170898,0.9749653339385986,0.9765101075172424,0.9740757346153259,0.9724414348602295,0.9622839689254761,0.9718104600906372,1.0000005960464478
