,Adult_Content,Hate_Harass_Violence,Illegal_Activity,Economic_Harm,Tailored_Financial_Advice,Physical_Harm,Child_Abuse,Privacy_Violation_Activity,Malware_Viruses,Fraud_Deception,harmless,Political_Campaigning
Adult_Content,1.000065803527832,0.9919593930244446,0.9947822690010071,0.993600606918335,0.9946753978729248,0.9927198886871338,0.99334317445755,0.9988258481025696,-0.7667074799537659,0.9980151057243347,-0.9934844970703125,0.9983521103858948
Hate_Harass_Violence,0.9919593930244446,1.0000725984573364,0.9994012713432312,0.9997658729553223,0.9991193413734436,0.9999502897262573,0.9998183846473694,0.9926170110702515,-0.8374658823013306,0.9862397313117981,-0.996066689491272,0.994850754737854
Illegal_Activity,0.9947822690010071,0.9994012713432312,1.000074028968811,0.999873161315918,0.999540388584137,0.9996537566184998,0.9996583461761475,0.9956995844841003,-0.8226445913314819,0.9904066920280457,-0.9977591633796692,0.9967116713523865
Economic_Harm,0.993600606918335,0.9997658729553223,0.999873161315918,1.0000805854797363,0.9995920658111572,0.9998908638954163,0.9998438954353333,0.9944843053817749,-0.829425573348999,0.9888355731964111,-0.9971216320991516,0.9960477948188782
Tailored_Financial_Advice,0.9946753978729248,0.9991193413734436,0.999540388584137,0.9995920658111572,1.0000866651535034,0.999370276927948,0.9995173215866089,0.9955052137374878,-0.8196429014205933,0.9906737804412842,-0.9959811568260193,0.9972360134124756
Physical_Harm,0.9927198886871338,0.9999502897262573,0.9996537566184998,0.9998908638954163,0.999370276927948,1.0000801086425781,0.9998860359191895,0.9934445023536682,-0.8339939117431641,0.9872780442237854,-0.9965155124664307,0.9953005313873291
Child_Abuse,0.99334317445755,0.9998183846473694,0.9996583461761475,0.9998438954353333,0.9995173215866089,0.9998860359191895,1.0000808238983154,0.9940065145492554,-0.8306324481964111,0.9881406426429749,-0.9961733818054199,0.9958659410476685
Privacy_Violation_Activity,0.9988258481025696,0.9926170110702515,0.9956995844841003,0.9944843053817749,0.9955052137374878,0.9934445023536682,0.9940065145492554,1.000068187713623,-0.7688231468200684,0.9983230233192444,-0.9945693016052246,0.9986993074417114
Malware_Viruses,-0.7667074799537659,-0.8374658823013306,-0.8226445913314819,-0.829425573348999,-0.8196429014205933,-0.8339939117431641,-0.8306324481964111,-0.7688231468200684,1.0000108480453491,-0.7395820617675781,0.8170299530029297,-0.780789315700531
Fraud_Deception,0.9980151057243347,0.9862397313117981,0.9904066920280457,0.9888355731964111,0.9906737804412842,0.9872780442237854,0.9881406426429749,0.9983230233192444,-0.7395820617675781,1.0000568628311157,-0.9894225597381592,0.9970049858093262
harmless,-0.9934844970703125,-0.996066689491272,-0.9977591633796692,-0.9971216320991516,-0.9959811568260193,-0.9965155124664307,-0.9961733818054199,-0.9945693016052246,0.8170299530029297,-0.9894225597381592,1.000057339668274,-0.9937195777893066
Political_Campaigning,0.9983521103858948,0.994850754737854,0.9967116713523865,0.9960477948188782,0.9972360134124756,0.9953005313873291,0.9958659410476685,0.9986993074417114,-0.780789315700531,0.9970049858093262,-0.9937195777893066,1.0000553131103516
