,Tailored_Financial_Advice,Privacy_Violation_Activity,Economic_Harm,Child_Abuse,Illegal_Activity,Physical_Harm,Adult_Content,Political_Campaigning,Malware_Viruses,Fraud_Deception,harmless,Hate_Harass_Violence
Tailored_Financial_Advice,1.000000238418579,0.9863508939743042,0.9921193718910217,0.9838817119598389,0.9864406585693359,0.9830248355865479,0.9747865200042725,0.986619234085083,0.9813012480735779,0.9888326525688171,0.9291619062423706,0.9722520112991333
Privacy_Violation_Activity,0.9863508939743042,0.999999463558197,0.9895208477973938,0.9853613376617432,0.991686224937439,0.9883002042770386,0.9815665483474731,0.9903686046600342,0.9937232136726379,0.9914817214012146,0.9266345500946045,0.9789242148399353
Economic_Harm,0.9921193718910217,0.9895208477973938,0.9999999403953552,0.988219141960144,0.9923915266990662,0.9862830638885498,0.9840412139892578,0.9929473400115967,0.9835975766181946,0.9960574507713318,0.9213692545890808,0.9808637499809265
Child_Abuse,0.9838817119598389,0.9853613376617432,0.988219141960144,1.0000007152557373,0.9907629489898682,0.9875195026397705,0.9881847500801086,0.9891027212142944,0.9778918623924255,0.988273024559021,0.9204656481742859,0.9832053184509277
Illegal_Activity,0.9864406585693359,0.991686224937439,0.9923915266990662,0.9907629489898682,0.9999997615814209,0.9894497990608215,0.9887148141860962,0.9919673204421997,0.9854772090911865,0.9927954077720642,0.9197040796279907,0.9814912676811218
Physical_Harm,0.9830248355865479,0.9883002042770386,0.9862830638885498,0.9875195026397705,0.9894497990608215,0.9999999403953552,0.9894053339958191,0.9909588098526001,0.9830248951911926,0.9856246709823608,0.9215909838676453,0.9916667938232422
Adult_Content,0.9747865200042725,0.9815665483474731,0.9840412139892578,0.9881847500801086,0.9887148141860962,0.9894053339958191,0.9999998211860657,0.9877249598503113,0.9742565155029297,0.9840124845504761,0.909855842590332,0.9847949743270874
Political_Campaigning,0.986619234085083,0.9903686046600342,0.9929473400115967,0.9891027212142944,0.9919673204421997,0.9909588098526001,0.9877249598503113,1.000000238418579,0.9843488335609436,0.9927634000778198,0.9237759709358215,0.9883301258087158
Malware_Viruses,0.9813012480735779,0.9937232136726379,0.9835975766181946,0.9778918623924255,0.9854772090911865,0.9830248951911926,0.9742565155029297,0.9843488335609436,0.9999998211860657,0.9861537218093872,0.9240387678146362,0.9716838002204895
Fraud_Deception,0.9888326525688171,0.9914817214012146,0.9960574507713318,0.988273024559021,0.9927954077720642,0.9856246709823608,0.9840124845504761,0.9927634000778198,0.9861537218093872,0.9999998807907104,0.9188979864120483,0.9789397120475769
harmless,0.9291619062423706,0.9266345500946045,0.9213692545890808,0.9204656481742859,0.9197040796279907,0.9215909838676453,0.909855842590332,0.9237759709358215,0.9240387678146362,0.9188979864120483,1.0000001192092896,0.9084047675132751
Hate_Harass_Violence,0.9722520112991333,0.9789242148399353,0.9808637499809265,0.9832053184509277,0.9814912676811218,0.9916667938232422,0.9847949743270874,0.9883301258087158,0.9716838002204895,0.9789397120475769,0.9084047675132751,1.000000238418579
