,Hate_Harass_Violence,Malware_Viruses,Adult_Content,Tailored_Financial_Advice,harmless,Privacy_Violation_Activity,Economic_Harm,Fraud_Deception,Child_Abuse,Political_Campaigning,Physical_Harm,Illegal_Activity
Hate_Harass_Violence,1.0000039339065552,-0.8189611434936523,0.91991126537323,0.9986726641654968,0.9911523461341858,-0.8877377510070801,0.9978364706039429,-0.9287840127944946,-0.39439910650253296,0.6110035181045532,0.9968744516372681,0.9963943958282471
Malware_Viruses,-0.8189611434936523,0.9999998807907104,-0.5362671613693237,-0.8288741111755371,-0.8723551034927368,0.9850028157234192,-0.7853095531463623,0.9649844169616699,0.8261194229125977,-0.06479425728321075,-0.8557411432266235,-0.7797641754150391
Adult_Content,0.91991126537323,-0.5362671613693237,1.0000007152557373,0.9091465473175049,0.8681367635726929,-0.6398531198501587,0.9396004676818848,-0.7115353345870972,-0.01313212513923645,0.8655157089233398,0.8885163068771362,0.9402368068695068
Tailored_Financial_Advice,0.9986726641654968,-0.8288741111755371,0.9091465473175049,1.0000039339065552,0.9942501187324524,-0.8975838422775269,0.9963120222091675,-0.9367349743843079,-0.41844454407691956,0.5922252535820007,0.998507022857666,0.9950487613677979
harmless,0.9911523461341858,-0.8723551034927368,0.8681367635726929,0.9942501187324524,1.0000061988830566,-0.9317638874053955,0.9834756851196289,-0.9616022109985352,-0.49466025829315186,0.5184705257415771,0.997299075126648,0.9830261468887329
Privacy_Violation_Activity,-0.8877377510070801,0.9850028157234192,-0.6398531198501587,-0.8975838422775269,-0.9317638874053955,1.0000009536743164,-0.8600820899009705,0.9927644729614258,0.7639966011047363,-0.18331938982009888,-0.9185162782669067,-0.8575190305709839
Economic_Harm,0.9978364706039429,-0.7853095531463623,0.9396004676818848,0.9963120222091675,0.9834756851196289,-0.8600820899009705,1.0000030994415283,-0.9059183597564697,-0.3443262279033661,0.6553480625152588,0.99122154712677,0.9984406232833862
Fraud_Deception,-0.9287840127944946,0.9649844169616699,-0.7115353345870972,-0.9367349743843079,-0.9616022109985352,0.9927644729614258,-0.9059183597564697,1.0000016689300537,0.6992467641830444,-0.27541911602020264,-0.953377902507782,-0.9028497338294983
Child_Abuse,-0.39439910650253296,0.8261194229125977,-0.01313212513923645,-0.41844454407691956,-0.49466025829315186,0.7639966011047363,-0.3443262279033661,0.6992467641830444,1.0000003576278687,0.46683454513549805,-0.4609229564666748,-0.33522021770477295
Political_Campaigning,0.6110035181045532,-0.06479425728321075,0.8655157089233398,0.5922252535820007,0.5184705257415771,-0.18331938982009888,0.6553480625152588,-0.27541911602020264,0.46683454513549805,1.0000004768371582,0.5514892339706421,0.6570994257926941
Physical_Harm,0.9968744516372681,-0.8557411432266235,0.8885163068771362,0.998507022857666,0.997299075126648,-0.9185162782669067,0.99122154712677,-0.953377902507782,-0.4609229564666748,0.5514892339706421,1.0000057220458984,0.9897388219833374
Illegal_Activity,0.9963943958282471,-0.7797641754150391,0.9402368068695068,0.9950487613677979,0.9830261468887329,-0.8575190305709839,0.9984406232833862,-0.9028497338294983,-0.33522021770477295,0.6570994257926941,0.9897388219833374,1.0000016689300537
