,Political_Campaigning,Malware_Viruses,Privacy_Violation_Activity,Child_Abuse,Physical_Harm,Hate_Harass_Violence,Fraud_Deception,Tailored_Financial_Advice,Illegal_Activity,harmless,Economic_Harm,Adult_Content
Political_Campaigning,1.0000001192092896,0.6530687212944031,0.6798791885375977,0.6672837138175964,0.7163017988204956,0.7591908574104309,0.7651401162147522,0.6712245941162109,0.7291567325592041,0.11975586414337158,0.7379944324493408,0.641720175743103
Malware_Viruses,0.6530687212944031,0.9999998807907104,0.8808851838111877,0.654005765914917,0.7423143982887268,0.5395168662071228,0.8162108063697815,0.607599675655365,0.8236295580863953,0.12067706137895584,0.7644771933555603,0.5962717533111572
Privacy_Violation_Activity,0.6798791885375977,0.8808851838111877,1.0,0.7195895910263062,0.749498188495636,0.5979673266410828,0.8208293318748474,0.60580974817276,0.8279486298561096,0.1217740997672081,0.74303138256073,0.6747981905937195
Child_Abuse,0.6672837138175964,0.654005765914917,0.7195895910263062,1.0000001192092896,0.7765106558799744,0.7099263072013855,0.744568943977356,0.5853667259216309,0.7714370489120483,0.09201782941818237,0.6895102262496948,0.8355613946914673
Physical_Harm,0.7163017988204956,0.7423143982887268,0.749498188495636,0.7765106558799744,1.0000001192092896,0.7515226006507874,0.7694615125656128,0.6026371717453003,0.8293291330337524,0.1150302141904831,0.7789588570594788,0.7911893129348755
Hate_Harass_Violence,0.7591908574104309,0.5395168662071228,0.5979673266410828,0.7099263072013855,0.7515226006507874,1.000000238418579,0.6405875086784363,0.49923038482666016,0.6667940020561218,0.21329769492149353,0.6197670102119446,0.8036860227584839
Fraud_Deception,0.7651401162147522,0.8162108063697815,0.8208293318748474,0.744568943977356,0.7694615125656128,0.6405875086784363,1.0000001192092896,0.7827402353286743,0.9022058844566345,0.12203197181224823,0.9079397916793823,0.690355122089386
Tailored_Financial_Advice,0.6712245941162109,0.607599675655365,0.60580974817276,0.5853667259216309,0.6026371717453003,0.49923038482666016,0.7827402353286743,0.9999999403953552,0.7279151082038879,0.12390611320734024,0.8404542803764343,0.5127338767051697
Illegal_Activity,0.7291567325592041,0.8236295580863953,0.8279486298561096,0.7714370489120483,0.8293291330337524,0.6667940020561218,0.9022058844566345,0.7279151082038879,1.0000001192092896,0.15474824607372284,0.8435785174369812,0.7261740565299988
harmless,0.11975586414337158,0.12067706137895584,0.1217740997672081,0.09201782941818237,0.1150302141904831,0.21329769492149353,0.12203197181224823,0.12390611320734024,0.15474824607372284,1.000000238418579,0.14482948184013367,0.16741293668746948
Economic_Harm,0.7379944324493408,0.7644771933555603,0.74303138256073,0.6895102262496948,0.7789588570594788,0.6197670102119446,0.9079397916793823,0.8404542803764343,0.8435785174369812,0.14482948184013367,1.000000238418579,0.6684662103652954
Adult_Content,0.641720175743103,0.5962717533111572,0.6747981905937195,0.8355613946914673,0.7911893129348755,0.8036860227584839,0.690355122089386,0.5127338767051697,0.7261740565299988,0.16741293668746948,0.6684662103652954,0.9999997615814209
