,Political_Campaigning,Malware_Viruses,Child_Abuse,Illegal_Activity,Tailored_Financial_Advice,Adult_Content,harmless,Fraud_Deception,Privacy_Violation_Activity,Economic_Harm,Physical_Harm,Hate_Harass_Violence
Political_Campaigning,1.0000003576278687,-0.7006253004074097,-0.686850905418396,-0.662869393825531,0.7926751971244812,-0.5478663444519043,-0.752236008644104,0.8568799495697021,-0.6542525291442871,0.9668671488761902,-0.6977330446243286,-0.6580175161361694
Malware_Viruses,-0.7006253004074097,1.0000005960464478,0.9976195096969604,0.9964093565940857,-0.98817378282547,0.9703428745269775,0.9927394986152649,-0.9618659019470215,0.9973145127296448,-0.6668722033500671,0.9978808164596558,0.994368851184845
Child_Abuse,-0.686850905418396,0.9976195096969604,1.0000032186508179,0.998674750328064,-0.9867642521858215,0.9782611727714539,0.9914990067481995,-0.9597786068916321,0.9966012835502625,-0.6504620909690857,0.9986807107925415,0.997949481010437
Illegal_Activity,-0.662869393825531,0.9964093565940857,0.998674750328064,1.0000007152557373,-0.9805764555931091,0.9839639663696289,0.9881060719490051,-0.9481095671653748,0.996971070766449,-0.620046854019165,0.9974806904792786,0.9989296197891235
Tailored_Financial_Advice,0.7926751971244812,-0.98817378282547,-0.9867642521858215,-0.9805764555931091,1.0000016689300537,-0.9378145933151245,-0.9937885403633118,0.9895831346511841,-0.977583646774292,0.7548192143440247,-0.9873817563056946,-0.9788157343864441
Adult_Content,-0.5478663444519043,0.9703428745269775,0.9782611727714539,0.9839639663696289,-0.9378145933151245,1.0000008344650269,0.9532128572463989,-0.8902612328529358,0.9787679314613342,-0.4964556396007538,0.973209023475647,0.9850581884384155
harmless,-0.752236008644104,0.9927394986152649,0.9914990067481995,0.9881060719490051,-0.9937885403633118,0.9532128572463989,1.0000040531158447,-0.9782658815383911,0.9841774106025696,-0.7170782089233398,0.9933575391769409,0.9868595600128174
Fraud_Deception,0.8568799495697021,-0.9618659019470215,-0.9597786068916321,-0.9481095671653748,0.9895831346511841,-0.8902612328529358,-0.9782658815383911,1.0000004768371582,-0.9438841938972473,0.8305270075798035,-0.9639183878898621,-0.9477026462554932
Privacy_Violation_Activity,-0.6542525291442871,0.9973145127296448,0.9966012835502625,0.996971070766449,-0.977583646774292,0.9787679314613342,0.9841774106025696,-0.9438841938972473,1.000001072883606,-0.6208844184875488,0.995280385017395,0.9950721859931946
Economic_Harm,0.9668671488761902,-0.6668722033500671,-0.6504620909690857,-0.620046854019165,0.7548192143440247,-0.4964556396007538,-0.7170782089233398,0.8305270075798035,-0.6208844184875488,1.0000005960464478,-0.663697361946106,-0.6175858974456787
Physical_Harm,-0.6977330446243286,0.9978808164596558,0.9986807107925415,0.9974806904792786,-0.9873817563056946,0.973209023475647,0.9933575391769409,-0.9639183878898621,0.995280385017395,-0.663697361946106,1.0000020265579224,0.9972936511039734
Hate_Harass_Violence,-0.6580175161361694,0.994368851184845,0.997949481010437,0.9989296197891235,-0.9788157343864441,0.9850581884384155,0.9868595600128174,-0.9477026462554932,0.9950721859931946,-0.6175858974456787,0.9972936511039734,1.0000026226043701
